mapping,random_seed,platform.processor_1.type,passed,type,design_centering.perturbation.perturbation_type,threshold,trace,platform,kpn,representation,log_level,platform.name,platform.processor_0.type
"[20, 82, 28, 83, 42, 83, 57, 17, 0, 5]",8,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[63, 1, 38, 67, 75, 71, 68, 10, 77, 2]",8,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[58, 51, 63, 69, 57, 16, 73, 79, 0, 48]",8,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[58, 66, 5, 57, 37, 12, 69, 53, 43, 33]",8,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[22, 77, 21, 80, 20, 36, 6, 13, 45, 6]",8,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[81, 42, 84, 42, 28, 2, 69, 77, 19, 68]",8,ARM_CORTEX_A15,40.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[28, 4, 42, 34, 80, 60, 29, 67, 71, 34]",8,ARM_CORTEX_A15,40.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[55, 36, 50, 44, 38, 52, 2, 3, 55, 20]",4,ARM_CORTEX_A15,90.0,center,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[50, 57, 48, 18, 80, 67, 46, 81, 73, 8]",4,ARM_CORTEX_A15,80.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[17, 23, 66, 56, 15, 55, 35, 42, 33, 66]",4,ARM_CORTEX_A15,10.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[77, 44, 77, 22, 7, 35, 36, 36, 0, 76]",4,ARM_CORTEX_A15,60.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[56, 46, 73, 45, 11, 11, 67, 11, 16, 16]",4,ARM_CORTEX_A15,50.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[55, 71, 61, 7, 30, 2, 55, 17, 23, 42]",4,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[59, 32, 67, 13, 76, 76, 62, 21, 26, 25]",4,ARM_CORTEX_A15,50.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[44, 29, 8, 14, 60, 78, 25, 65, 1, 41]",4,ARM_CORTEX_A15,0.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[49, 61, 47, 12, 81, 56, 4, 0, 31, 40]",4,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[37, 19, 37, 73, 44, 68, 24, 68, 3, 4]",4,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[34, 80, 70, 8, 17, 41, 17, 82, 0, 66]",4,ARM_CORTEX_A15,50.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[45, 18, 79, 19, 60, 54, 76, 38, 36, 78]",7,ARM_CORTEX_A15,90.0,center,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[9, 8, 19, 30, 10, 1, 56, 1, 6, 4]",7,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[19, 69, 63, 52, 54, 34, 30, 36, 54, 28]",7,ARM_CORTEX_A15,40.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[59, 47, 31, 64, 21, 0, 28, 60, 45, 8]",7,ARM_CORTEX_A15,20.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[27, 20, 39, 10, 34, 51, 17, 32, 81, 84]",7,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[82, 38, 8, 82, 0, 81, 52, 29, 5, 73]",7,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[43, 18, 23, 17, 74, 84, 57, 62, 32, 12]",7,ARM_CORTEX_A15,50.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[13, 36, 9, 68, 29, 33, 16, 75, 43, 73]",7,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[60, 38, 20, 46, 38, 65, 46, 42, 79, 62]",7,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[49, 35, 40, 45, 18, 82, 36, 77, 2, 62]",7,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[53, 21, 42, 83, 78, 67, 12, 72, 44, 10]",7,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[10, 73, 81, 77, 81, 61, 21, 2, 77, 76]",6,ARM_CORTEX_A15,90.0,center,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[80, 68, 77, 69, 71, 49, 41, 69, 34, 19]",6,ARM_CORTEX_A15,10.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[28, 14, 10, 65, 14, 64, 54, 24, 35, 57]",6,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[44, 41, 55, 13, 55, 65, 20, 68, 75, 46]",6,ARM_CORTEX_A15,60.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[15, 78, 22, 17, 75, 72, 76, 28, 31, 62]",6,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[54, 18, 38, 80, 47, 70, 81, 14, 15, 81]",6,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[57, 31, 32, 45, 72, 9, 71, 14, 5, 83]",6,ARM_CORTEX_A15,70.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[25, 53, 60, 47, 27, 34, 45, 19, 24, 82]",6,ARM_CORTEX_A15,70.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[40, 31, 73, 6, 59, 50, 42, 9, 31, 38]",6,ARM_CORTEX_A15,60.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[53, 31, 81, 4, 36, 15, 20, 60, 18, 24]",6,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[27, 76, 37, 65, 52, 55, 77, 53, 84, 72]",6,ARM_CORTEX_A15,60.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[41, 68, 3, 28, 83, 37, 27, 28, 46, 57]",8,ARM_CORTEX_A15,0.0,center,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[46, 16, 42, 14, 81, 9, 56, 77, 66, 16]",8,ARM_CORTEX_A15,10.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[57, 1, 59, 29, 75, 38, 34, 9, 24, 82]",8,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[14, 70, 6, 34, 39, 29, 9, 39, 55, 63]",8,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[37, 80, 4, 77, 63, 26, 71, 62, 57, 9]",8,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[56, 31, 36, 70, 80, 23, 70, 23, 72, 51]",8,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[12, 1, 53, 33, 7, 29, 21, 24, 73, 33]",8,ARM_CORTEX_A15,70.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[17, 20, 13, 57, 35, 9, 52, 53, 64, 52]",8,ARM_CORTEX_A15,40.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[64, 56, 42, 39, 13, 79, 1, 5, 8, 36]",8,ARM_CORTEX_A15,20.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[76, 18, 7, 65, 20, 20, 2, 78, 18, 14]",8,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[58, 43, 1, 59, 67, 0, 6, 71, 71, 73]",8,ARM_CORTEX_A15,0.0,rand,classic,12153ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[27, 28, 1, 25, 27, 49, 31, 60, 46, 68]",3,ARM_CORTEX_A15,80.0,center,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[60, 31, 2, 32, 36, 61, 73, 79, 54, 80]",3,ARM_CORTEX_A15,60.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[39, 3, 41, 4, 12, 24, 73, 29, 25, 68]",3,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[16, 28, 41, 73, 50, 70, 62, 57, 70, 66]",3,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[52, 18, 30, 26, 21, 81, 52, 40, 66, 81]",3,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[28, 68, 63, 77, 26, 0, 29, 49, 39, 25]",3,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[17, 60, 8, 59, 81, 33, 70, 38, 42, 28]",3,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[33, 42, 33, 25, 65, 12, 84, 38, 33, 51]",3,ARM_CORTEX_A15,80.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[82, 5, 45, 1, 32, 65, 14, 62, 6, 80]",3,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[63, 18, 40, 50, 58, 3, 60, 71, 2, 19]",3,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[35, 8, 57, 70, 2, 4, 11, 27, 52, 23]",3,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[40, 15, 72, 21, 42, 81, 77, 7, 33, 49]",2,ARM_CORTEX_A15,90.0,center,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[7, 78, 52, 71, 31, 50, 58, 60, 27, 25]",2,ARM_CORTEX_A15,60.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[58, 0, 81, 34, 2, 14, 73, 48, 59, 17]",2,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[31, 23, 72, 60, 54, 28, 50, 38, 61, 18]",2,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[12, 44, 29, 57, 52, 73, 82, 1, 5, 57]",2,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[77, 83, 41, 6, 13, 55, 39, 6, 12, 61]",2,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[38, 6, 76, 25, 81, 59, 20, 66, 53, 33]",2,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[12, 6, 43, 64, 13, 22, 38, 18, 50, 13]",2,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[46, 51, 0, 26, 41, 38, 76, 35, 27, 6]",2,ARM_CORTEX_A15,60.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[83, 75, 37, 31, 8, 76, 29, 0, 64, 20]",2,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[56, 73, 9, 77, 78, 26, 1, 40, 68, 56]",2,ARM_CORTEX_A15,100.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[24, 41, 25, 65, 15, 19, 38, 26, 78, 27]",8,ARM_CORTEX_A15,90.0,center,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[41, 83, 44, 36, 50, 6, 21, 9, 62, 65]",8,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[28, 4, 42, 34, 80, 60, 29, 67, 71, 34]",8,ARM_CORTEX_A15,80.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[81, 42, 84, 42, 28, 2, 69, 77, 19, 68]",8,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[63, 1, 38, 67, 75, 71, 68, 10, 77, 2]",8,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[22, 77, 21, 80, 20, 36, 6, 13, 45, 6]",8,ARM_CORTEX_A15,80.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[20, 82, 28, 83, 42, 83, 57, 17, 0, 5]",8,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[12, 34, 42, 15, 48, 14, 43, 23, 4, 45]",8,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[30, 12, 47, 81, 13, 75, 6, 39, 3, 28]",8,ARM_CORTEX_A15,70.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[58, 66, 5, 57, 37, 12, 69, 53, 43, 33]",8,ARM_CORTEX_A15,50.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[58, 51, 63, 69, 57, 16, 73, 79, 0, 48]",8,ARM_CORTEX_A15,90.0,rand,representation,14925ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[73, 0, 81, 19, 78, 55, 14, 83, 20, 38]",5,ARM_CORTEX_A15,50.0,center,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[81, 69, 3, 36, 49, 4, 35, 48, 7, 27]",5,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[44, 64, 28, 19, 65, 69, 67, 74, 63, 43]",5,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[13, 56, 1, 33, 52, 82, 14, 4, 3, 24]",5,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[17, 16, 7, 43, 81, 11, 41, 10, 82, 52]",5,ARM_CORTEX_A15,20.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[2, 76, 74, 45, 53, 44, 35, 12, 78, 13]",5,ARM_CORTEX_A15,30.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[2, 51, 51, 77, 26, 74, 57, 41, 43, 6]",5,ARM_CORTEX_A15,30.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[8, 50, 42, 31, 37, 2, 17, 2, 20, 9]",5,ARM_CORTEX_A15,40.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[49, 66, 60, 12, 52, 71, 64, 24, 28, 55]",5,ARM_CORTEX_A15,40.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[69, 68, 35, 10, 33, 69, 28, 8, 11, 39]",5,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[14, 12, 68, 15, 79, 39, 57, 49, 26, 58]",5,ARM_CORTEX_A15,20.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[40, 15, 72, 21, 42, 81, 77, 7, 33, 49]",2,ARM_CORTEX_A15,20.0,center,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[83, 75, 37, 31, 8, 76, 29, 0, 64, 20]",2,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[7, 78, 52, 71, 31, 50, 58, 60, 27, 25]",2,ARM_CORTEX_A15,80.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[77, 83, 41, 6, 13, 55, 39, 6, 12, 61]",2,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[38, 6, 76, 25, 81, 59, 20, 66, 53, 33]",2,ARM_CORTEX_A15,30.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[46, 51, 0, 26, 41, 38, 76, 35, 27, 6]",2,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[58, 0, 81, 34, 2, 14, 73, 48, 59, 17]",2,ARM_CORTEX_A15,90.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[31, 23, 72, 60, 54, 28, 50, 38, 61, 18]",2,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[56, 73, 9, 77, 78, 26, 1, 40, 68, 56]",2,ARM_CORTEX_A15,30.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[12, 44, 29, 57, 52, 73, 82, 1, 5, 57]",2,ARM_CORTEX_A15,30.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[12, 6, 43, 64, 13, 22, 38, 18, 50, 13]",2,ARM_CORTEX_A15,100.0,rand,classic,14925ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[35, 11, 71, 9, 76, 2, 78, 62, 15, 2]",1,ARM_CORTEX_A15,60.0,center,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[67, 61, 42, 78, 79, 55, 24, 74, 18, 71]",1,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[20, 1, 52, 59, 21, 5, 12, 45, 2, 22]",1,ARM_CORTEX_A15,40.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[49, 83, 11, 6, 54, 83, 53, 35, 6, 61]",1,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[34, 16, 71, 20, 49, 52, 73, 38, 38, 74]",1,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[74, 4, 78, 84, 78, 28, 63, 21, 36, 7]",1,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[24, 18, 48, 10, 1, 7, 35, 11, 63, 3]",1,ARM_CORTEX_A15,80.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[34, 73, 82, 39, 43, 18, 72, 23, 6, 62]",1,ARM_CORTEX_A15,0.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[33, 11, 34, 47, 49, 61, 53, 22, 16, 84]",1,ARM_CORTEX_A15,50.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[82, 9, 25, 48, 51, 45, 24, 69, 65, 69]",1,ARM_CORTEX_A15,70.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[32, 7, 5, 65, 47, 5, 4, 50, 67, 22]",1,ARM_CORTEX_A15,80.0,rand,classic,13343ms,slx_default,mppa_coolidge,hog,SimpleVector,ERROR,exynos,ARM_CORTEX_A7
"[74, 78, 35, 38, 34, 61, 31, 18, 54, 0]",7,ARM_CORTEX_A15,20.0,center,representation,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[61, 57, 44, 83, 28, 66, 20, 14, 32, 82]",7,ARM_CORTEX_A15,60.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[31, 21, 3, 7, 5, 81, 56, 77, 47, 67]",7,ARM_CORTEX_A15,40.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[69, 74, 66, 55, 43, 26, 43, 83, 28, 23]",7,ARM_CORTEX_A15,20.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[5, 4, 2, 43, 2, 53, 84, 51, 32, 50]",7,ARM_CORTEX_A15,20.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[37, 57, 62, 48, 18, 10, 74, 43, 84, 62]",7,ARM_CORTEX_A15,20.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[21, 7, 52, 25, 44, 52, 9, 27, 43, 42]",7,ARM_CORTEX_A15,30.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
"[45, 79, 39, 48, 17, 7, 24, 62, 44, 57]",7,ARM_CORTEX_A15,0.0,rand,representation,12153ms,slx_default,mppa_coolidge,hog,MetricSpaceEmbedding,ERROR,exynos,ARM_CORTEX_A7
