"","X","platform","representation.target_distortion","representation.extra_dimensions","representation","rel_distance","rel_runtime"
"38968",38968,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107045644677443,1
"38969",38969,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107060399721614,1.01208422270316
"38970",38970,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107054851531557,1.05015514877506
"38971",38971,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.151389618307728,1.12017923300886
"38972",38972,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.151375290115783,1.24234471941985
"38973",38973,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.185438574593435,1.7120904361624
"38974",38974,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.10704974211627,1
"38975",38975,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.185429583069399,1.06349790243539
"38976",38976,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.185428881762352,1
"38977",38977,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107043399261902,1.03084109602546
"38978",38978,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.185412846088489,1.02654925227146
"38979",38979,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.000341124346264849,1
"38980",38980,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107028368886799,1.38768351206028
"38981",38981,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.151371377523044,1.35728049246725
"38982",38982,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.214091587658383,1.03958437957697
"38983",38983,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.185411085686981,1.47802363696194
"38984",38984,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.151373495663625,1.52817145148252
"38985",38985,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107054043191947,1
"38986",38986,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107064484656571,1
"38987",38987,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.759340264173827,1.45002259751747
"38988",38988,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.000366733547369127,1.42535509749643
"38989",38989,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107066138431325,1.00008781580505
"38990",38990,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.151385298821932,1.42535509749643
"38991",38991,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.185399781428136,1.35175326870997
"38992",38992,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.107072363596668,1.0501954660385
"38993",38993,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.759332656548775,1.5745226184879
"38994",38994,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.000334115753973549,1.00008362139332
"38995",38995,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.7440943980171,1.00008781580505
"38996",38996,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.744092902333584,1.09172488879888
"38997",38997,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.151406694094368,1.45523278039515
"38998",38998,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.214111247043077,2.32699379185054
"38999",38999,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.151391596922358,1.18331862756478
"39000",39000,"mppa_coolidge",2,TRUE,"MetricSpaceEmbedding",0.647333838539985,1.05070219257554
"39001",39001,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.267964960280588,1.46082291995259
"39002",39002,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207581337571769,1.12039726304401
"39003",39003,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169448550512648,1.01762094058778
"39004",39004,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207554092576013,1.10701978937243
"39005",39005,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119799263308718,1.02399934192639
"39006",39006,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169492071990645,1.05015514877506
"39007",39007,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.293549629080542,2.0549522437594
"39008",39008,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169487494356146,1.01208422270316
"39009",39009,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.00033519582213955,1
"39010",39010,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169485281769328,1.50788129046312
"39011",39011,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169474850840906,1.07228871673607
"39012",39012,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.11985537970815,1.13770273702074
"39013",39013,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239695630234098,1.35629255877843
"39014",39014,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119839777137431,1.06358460108744
"39015",39015,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239696685933706,1.05871478734823
"39016",39016,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.26797043974941,1.41673739527515
"39017",39017,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169455171294928,1.40833644623909
"39018",39018,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207572231135438,1.42535509749643
"39019",39019,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239701638901904,1.2099355109478
"39020",39020,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119836804325107,1.50249646064732
"39021",39021,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169483779562329,1.38065825357723
"39022",39022,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000214705515873081,1.00145568513355
"39023",39023,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207575460702939,1.10560703405482
"39024",39024,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119845163909579,1
"39025",39025,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119848712819742,1.3997237857484
"39026",39026,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207589583169717,1.03761636158126
"39027",39027,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207585050996165,1.06345114614041
"39028",39028,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207588377355945,1.5810839865486
"39029",39029,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239682788178493,1.7320641974852
"39030",39030,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239678753008934,1.09208004780279
"39031",39031,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119841978979149,1.09037816071434
"39032",39032,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169494466794703,1.10560703405482
"39033",39033,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119840493755021,1
"39034",39034,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119849522032553,1.23253880567825
"39035",39035,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169480791389478,1.19791339766282
"39036",39036,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.267978553296454,1.19122008722031
"39037",39037,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.20756846590085,1.03603027080089
"39038",39038,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169485326800573,1
"39039",39039,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207573496813514,1.01805431892724
"39040",39040,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169478609319139,1.0668873683578
"39041",39041,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169510653022497,1.01217074769794
"39042",39042,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000248782444428687,1.00003655807489
"39043",39043,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.293549495113678,1.4127978015491
"39044",39044,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169474827293231,1.03954446967576
"39045",39045,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239675875359342,1.09207689642483
"39046",39046,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119837166114896,1.48518906245581
"39047",39047,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119836554177177,1.05015514877506
"39048",39048,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207590740287931,1.55814598969765
"39049",39049,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000278148432122572,1
"39050",39050,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119835901867893,1.00008781580505
"39051",39051,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169481933401598,1.05280351702741
"39052",39052,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119839912170287,1.40050033573118
"39053",39053,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207572532976898,1.07873045014229
"39054",39054,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000300132494398821,1
"39055",39055,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169446352715723,1.01757846108044
"39056",39056,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119812293595937,1.03618102505531
"39057",39057,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169481993056511,1.97500993291144
"39058",39058,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207583878258914,1
"39059",39059,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119842051814014,1.40050033573118
"39060",39060,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207576278795197,1.48442974775354
"39061",39061,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119827169991639,1.05006002540498
"39062",39062,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169474407216195,1.01199254780905
"39063",39063,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119858050228606,1.03866253937165
"39064",39064,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169491359512676,1.35727056358589
"39065",39065,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119863401032184,1.19795719107052
"39066",39066,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169484326041861,1.43586525497873
"39067",39067,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207566185863216,1.38378521644628
"39068",39068,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000346336553424181,1.18628619918776
"39069",39069,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16946534894254,1.12875193256951
"39070",39070,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207567797131737,1.03096422047269
"39071",39071,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16947048185244,1.40552292355206
"39072",39072,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119828334943968,1.18313741214659
"39073",39073,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119855499018471,1.05016283100597
"39074",39074,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169491185239985,1.03958437957697
"39075",39075,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16949145340518,1.40730142842506
"39076",39076,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119840018535003,1
"39077",39077,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207539725645857,1.33361278794355
"39078",39078,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207557347221003,1.40552283812573
"39079",39079,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239678554225658,1.34026184120991
"39080",39080,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.20755394681963,1.51021257281187
"39081",39081,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119834061229586,1.01212166968495
"39082",39082,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207580701205082,1.38077949719326
"39083",39083,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16946892514681,1.31533346461693
"39084",39084,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239683000586879,1.05692700687016
"39085",39085,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169465584581782,1.24923598960703
"39086",39086,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239681735827134,1.47579835262459
"39087",39087,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239706176540425,1.35200457580718
"39088",39088,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169441433721749,1.09182556750292
"39089",39089,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169475973807077,1.01861454347423
"39090",39090,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.267973455944386,1.97624842730495
"39091",39091,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239679769850001,1.46491634302526
"39092",39092,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000286323355390505,1
"39093",39093,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169490540268449,1.05006644857258
"39094",39094,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239691930224499,1.34026184120991
"39095",39095,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207577917481388,1.31593636863505
"39096",39096,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119845926276476,1.42535509749643
"39097",39097,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169465861623804,1.22045211903511
"39098",39098,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.20757077224238,1.0454760186451
"39099",39099,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207581816778819,1.47579844230892
"39100",39100,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16949491283458,1.01330778255684
"39101",39101,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169470276035942,1.47601704517866
"39102",39102,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119823948478176,1.35330337116785
"39103",39103,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169480801128464,1.05015514877506
"39104",39104,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169491255285918,1.43454640838667
"39105",39105,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169483933666845,1.14962226571813
"39106",39106,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207574413003684,1.41018522741847
"39107",39107,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16949870515161,1.01199873811969
"39108",39108,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207559114440469,1.14387084364818
"39109",39109,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207590411230054,1.14506623958604
"39110",39110,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207563077104315,1.39843538374453
"39111",39111,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169479130880682,1.40531459027366
"39112",39112,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207581813565775,1.42535509749643
"39113",39113,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169470228919347,1.05006734068094
"39114",39114,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207525592467216,1.01348678618245
"39115",39115,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207602263360522,1
"39116",39116,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239684659611438,1.58795895235773
"39117",39117,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169461850206135,1.09172488879888
"39118",39118,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169485270781806,1.11215515923052
"39119",39119,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169479374474837,1.05270877988112
"39120",39120,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169462851271282,1
"39121",39121,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119823847041168,1.01216987739322
"39122",39122,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169489798024008,1.45196921604913
"39123",39123,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119835790263492,1.05015514877506
"39124",39124,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239683464979296,1.04031451046159
"39125",39125,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.11984053481964,1.03958437957697
"39126",39126,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000258672607240361,1
"39127",39127,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169470271144385,1.05015514877506
"39128",39128,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.26797568843521,1.56597587995744
"39129",39129,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.20757439502762,2.25927823068031
"39130",39130,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169477932204623,1.38077957963832
"39131",39131,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169487659301997,1.1324220841798
"39132",39132,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000363535675373657,1.01339886746064
"39133",39133,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000314774593669173,1.01211461934641
"39134",39134,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.267974472540603,1.49315829647712
"39135",39135,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.20758368694834,1.38263750789708
"39136",39136,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119836497856787,1.01875099568881
"39137",39137,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169485676601081,1.56756983582182
"39138",39138,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.23968135292636,1.07874072382121
"39139",39139,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239706227330857,1.38366134678704
"39140",39140,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169478847035089,1.43603839299128
"39141",39141,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.293540066886151,1.38770791568967
"39142",39142,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000291855735480362,1.00009143816324
"39143",39143,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169493828451892,1
"39144",39144,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.267966609501226,1.0668873683578
"39145",39145,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169479819160764,1.01208422270316
"39146",39146,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119839989895531,1.05015514877506
"39147",39147,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.267971755046358,1.12231172492092
"39148",39148,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169489911306807,1.45196921604913
"39149",39149,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119857930986357,1
"39150",39150,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119822501612964,1.00000731532948
"39151",39151,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169499024448518,1
"39152",39152,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207577263247257,1.07282828097598
"39153",39153,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119841914740446,1.01121036489766
"39154",39154,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169485972904025,1.00008049988669
"39155",39155,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119835643534517,1.21894211826611
"39156",39156,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119863731403716,1.01208422270316
"39157",39157,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000228576880549111,1
"39158",39158,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207571027476701,1.10236660804243
"39159",39159,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16947470184647,1.0397742119221
"39160",39160,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207583420158448,1.22166989563212
"39161",39161,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207550197418287,1.08982143972505
"39162",39162,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000363455469547267,1.02651838377895
"39163",39163,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169478364482958,1.59076365749926
"39164",39164,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239689346071427,1.43278708636028
"39165",39165,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119855705316562,1.47603222142821
"39166",39166,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.20757302997239,1.40531459027366
"39167",39167,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169464505288608,1.03958437957697
"39168",39168,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119841956764464,1.09163267745392
"39169",39169,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169471556538301,1.33361278794355
"39170",39170,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239683534261787,1.31265874628649
"39171",39171,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207585773315898,1.08339191399695
"39172",39172,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119841574344519,1.38077949719326
"39173",39173,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.267958254196672,1.40510652844115
"39174",39174,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000184214046242765,1.22236497633968
"39175",39175,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16946610575265,1.06693106779484
"39176",39176,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169478799643764,1.09172488879888
"39177",39177,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169457743888469,1.05360503182294
"39178",39178,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169495732900687,1.35728049246725
"39179",39179,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207558751514596,1.35200457580718
"39180",39180,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169482952116309,1.24430386222327
"39181",39181,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119840551503862,1.00008362139332
"39182",39182,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207567348278723,1.25666579163594
"39183",39183,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.11983141044189,1.40725928167295
"39184",39184,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169486949488769,1.14497314416571
"39185",39185,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169474857831011,1.47579835262459
"39186",39186,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169499604311331,1.01791989699231
"39187",39187,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.20755972033146,1.35330337116785
"39188",39188,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119856813918286,1.01199959788675
"39189",39189,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119828600762653,1.05005913329661
"39190",39190,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169489895459184,1.42535509749643
"39191",39191,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000380569010377487,1.0000887080709
"39192",39192,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169471392179717,1.15145094858957
"39193",39193,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207589535597778,1.03815762916114
"39194",39194,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000308019315177138,1.00008447103762
"39195",39195,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239673969169231,1.1324220841798
"39196",39196,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207571102234144,1.15533323428747
"39197",39197,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119847310266972,1.05241813720228
"39198",39198,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119844050155383,1.23430495535272
"39199",39199,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.20757534689285,1.58750272585941
"39200",39200,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000353844927083565,1.05015514877506
"39201",39201,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207577463072784,1.07833788702622
"39202",39202,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119812281454524,1
"39203",39203,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239675485870192,1.29538093090444
"39204",39204,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16946770477225,1.05879980878282
"39205",39205,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169471311441763,1.03752855348715
"39206",39206,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207570357544437,1.42448898474961
"39207",39207,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169469978483732,1.24578455999782
"39208",39208,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000321079355606676,1.05015514877506
"39209",39209,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119837656354299,1.01269800477344
"39210",39210,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.23968008276705,1.45839349341539
"39211",39211,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239665795120078,1.1686474832336
"39212",39212,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169485865930668,1.05016283100597
"39213",39213,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119847948690864,1
"39214",39214,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207599512105449,1.02783954271871
"39215",39215,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207542764175234,1.28278426608028
"39216",39216,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239693175223504,1.05280351702741
"39217",39217,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239662991530213,1.4758135243773
"39218",39218,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169467170256867,1.0362166207649
"39219",39219,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.16944116959266,1.00646345567842
"39220",39220,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169472627321137,1.05489960858023
"39221",39221,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.239684383208539,1.34887455020479
"39222",39222,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207577319332562,1.30559915975224
"39223",39223,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.000348981530258989,1
"39224",39224,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169482790288816,1.43061060806981
"39225",39225,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119844256470452,1.00004763034892
"39226",39226,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169479373571934,1.00003839172097
"39227",39227,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119819642163461,1.03973429473317
"39228",39228,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169484991962302,1.33388560060377
"39229",39229,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119841843784436,1.09037816071434
"39230",39230,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119831940119526,1.50235899474176
"39231",39231,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119843192721431,1.05015514877506
"39232",39232,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119831392335183,1.43586525497873
"39233",39233,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.169482017921006,1.45513354956545
"39234",39234,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.119845952875208,1.05006734068094
"39235",39235,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.207569962748976,1.01208422270316
"39236",39236,"mppa_coolidge",2,TRUE,"SymmetryEmbedding",0.23968538577207,1.05488856774801
