"","number_of_ues","rb","rb_per_ue","count"
"2612",2,118,96,29
"2613",2,118,100,229
"2614",2,119,48,1
"2615",2,119,60,8
"2616",2,119,63,11
"2617",2,119,64,8
"2618",2,119,67,12
"2619",2,119,68,6
"2620",2,119,69,1
"2621",2,119,71,141
"2622",2,119,72,2
"2623",2,119,75,14
"2624",2,119,76,7
"2625",2,119,79,4
"2626",2,119,80,21
"2627",2,119,82,1
"2628",2,119,84,40
"2629",2,119,87,1
"2630",2,119,88,26
"2631",2,119,92,177
"2632",2,119,96,24
"2633",2,119,100,182
"2634",2,120,48,1
"2635",2,120,60,417
"2636",2,120,63,1
"2637",2,120,64,554
"2638",2,120,67,2
"2639",2,120,68,545
"2640",2,120,72,305
"2641",2,120,73,1
"2642",2,120,76,371
"2643",2,120,79,1
"2644",2,120,80,233
"2645",2,120,81,1
"2646",2,120,84,349
"2647",2,120,88,147
"2648",2,120,92,969
"2649",2,120,96,83
"2650",2,120,100,755
"2651",2,121,61,14
"2652",2,121,62,1
"2653",2,121,63,1
"2654",2,121,64,4
"2655",2,121,65,21
"2656",2,121,68,7
"2657",2,121,69,17
"2658",2,121,72,6
"2659",2,121,73,15
"2660",2,121,76,5
"2661",2,121,77,15
"2662",2,121,80,15
"2663",2,121,81,6
"2664",2,121,82,1
"2665",2,121,84,77
"2666",2,121,85,3
"2667",2,121,88,18
"2668",2,121,92,174
"2669",2,121,96,16
"2670",2,121,97,1
"2671",2,121,100,280
"2672",2,122,60,1
"2673",2,122,62,9
"2674",2,122,64,7
"2675",2,122,65,1
"2676",2,122,66,20
"2677",2,122,68,20
"2678",2,122,70,26
"2679",2,122,72,6
"2680",2,122,74,14
"2681",2,122,76,4
"2682",2,122,78,7
"2683",2,122,80,8
"2684",2,122,81,1
"2685",2,122,82,10
"2686",2,122,84,43
"2687",2,122,86,3
"2688",2,122,88,20
"2689",2,122,90,2
"2690",2,122,92,139
"2691",2,122,94,1
"2692",2,122,96,30
"2693",2,122,100,262
"2694",2,123,63,25
"2695",2,123,64,9
"2696",2,123,67,9
"2697",2,123,68,2
"2698",2,123,71,10
"2699",2,123,72,5
"2700",2,123,75,15
"2701",2,123,76,3
"2702",2,123,79,19
"2703",2,123,80,8
"2704",2,123,83,2
"2705",2,123,84,40
"2706",2,123,87,2
"2707",2,123,88,25
"2708",2,123,91,2
"2709",2,123,92,152
"2710",2,123,96,34
"2711",2,123,97,2
"2712",2,123,99,1
"2713",2,123,100,268
"2714",2,124,64,450
"2715",2,124,68,426
"2716",2,124,71,1
"2717",2,124,72,299
"2718",2,124,76,274
"2719",2,124,80,353
"2720",2,124,84,468
"2721",2,124,86,1
"2722",2,124,88,232
"2723",2,124,92,826
"2724",2,124,96,151
"2725",2,124,100,691
"2726",2,125,61,1
"2727",2,125,63,1
"2728",2,125,64,10
"2729",2,125,65,10
"2730",2,125,68,3
"2731",2,125,69,11
"2732",2,125,72,1
"2733",2,125,73,14
"2734",2,125,76,7
"2735",2,125,77,9
"2736",2,125,80,11
"2737",2,125,81,8
"2738",2,125,84,53
"2739",2,125,85,2
"2740",2,125,87,1
"2741",2,125,88,17
"2742",2,125,89,1
"2743",2,125,92,140
"2744",2,125,96,27
"2745",2,125,100,211
"2746",2,126,63,1
"2747",2,126,64,4
"2748",2,126,66,8
"2749",2,126,68,6
"2750",2,126,70,10
"2751",2,126,72,7
"2752",2,126,74,22
"2753",2,126,76,7
"2754",2,126,78,12
"2755",2,126,80,5
"2756",2,126,82,13
"2757",2,126,84,18
"2758",2,126,86,4
"2759",2,126,88,24
"2760",2,126,90,1
"2761",2,126,92,150
"2762",2,126,96,22
"2763",2,126,100,243
"2764",2,127,64,13
"2765",2,127,67,6
"2766",2,127,68,4
"2767",2,127,71,18
"2768",2,127,72,4
"2769",2,127,75,24
"2770",2,127,76,3
"2771",2,127,79,8
"2772",2,127,80,2
"2773",2,127,83,4
"2774",2,127,84,19
"2775",2,127,87,3
"2776",2,127,88,30
"2777",2,127,91,1
"2778",2,127,92,131
"2779",2,127,95,1
"2780",2,127,96,18
"2781",2,127,100,230
"2782",2,128,64,164
"2783",2,128,65,1
"2784",2,128,67,2
"2785",2,128,68,326
"2786",2,128,69,1
"2787",2,128,72,245
"2788",2,128,76,289
"2789",2,128,78,2
"2790",2,128,80,320
"2791",2,128,84,649
"2792",2,128,88,321
"2793",2,128,92,1232
"2794",2,128,96,157
"2795",2,128,100,2366
"2796",2,129,65,6
"2797",2,129,66,1
"2798",2,129,68,5
"2799",2,129,69,8
"2800",2,129,72,3
"2801",2,129,73,12
"2802",2,129,76,3
"2803",2,129,77,16
"2804",2,129,80,4
"2805",2,129,81,4
"2806",2,129,84,15
"2807",2,129,85,4
"2808",2,129,88,37
"2809",2,129,89,3
"2810",2,129,92,136
"2811",2,129,93,1
"2812",2,129,96,23
"2813",2,129,97,1
"2814",2,129,100,286
"2815",2,130,66,7
"2816",2,130,68,6
"2817",2,130,69,1
"2818",2,130,70,7
"2819",2,130,72,4
"2820",2,130,74,17
"2821",2,130,76,7
"2822",2,130,78,6
"2823",2,130,80,15
"2824",2,130,81,1
"2825",2,130,82,7
"2826",2,130,84,20
"2827",2,130,86,3
"2828",2,130,88,15
"2829",2,130,90,5
"2830",2,130,92,124
"2831",2,130,94,1
"2832",2,130,96,25
"2833",2,130,97,1
"2834",2,130,98,2
"2835",2,130,100,257
"2836",2,131,60,1
"2837",2,131,67,4
"2838",2,131,68,9
"2839",2,131,71,8
"2840",2,131,72,2
"2841",2,131,75,8
"2842",2,131,76,5
"2843",2,131,78,1
"2844",2,131,79,7
"2845",2,131,80,8
"2846",2,131,82,1
"2847",2,131,83,2
"2848",2,131,84,12
"2849",2,131,87,6
"2850",2,131,88,10
"2851",2,131,91,1
"2852",2,131,92,143
"2853",2,131,96,18
"2854",2,131,100,205
"2855",2,132,52,1
"2856",2,132,66,1
"2857",2,132,68,276
"2858",2,132,72,183
"2859",2,132,76,211
"2860",2,132,80,338
"2861",2,132,84,751
"2862",2,132,88,381
"2863",2,132,92,1691
"2864",2,132,94,1
"2865",2,132,95,1
"2866",2,132,96,250
"2867",2,132,100,1269
"2868",2,133,68,6
"2869",2,133,69,13
"2870",2,133,72,3
"2871",2,133,73,8
"2872",2,133,76,3
"2873",2,133,77,14
"2874",2,133,79,1
"2875",2,133,80,10
"2876",2,133,81,11
"2877",2,133,84,15
"2878",2,133,88,13
"2879",2,133,89,2
"2880",2,133,92,258
"2881",2,133,93,1
"2882",2,133,96,24
"2883",2,133,97,1
"2884",2,133,100,157
"2885",2,134,68,8
"2886",2,134,70,15
"2887",2,134,72,4
"2888",2,134,74,7
"2889",2,134,78,10
"2890",2,134,79,1
"2891",2,134,80,2
"2892",2,134,82,9
"2893",2,134,84,13
"2894",2,134,86,5
"2895",2,134,88,10
"2896",2,134,90,3
"2897",2,134,92,116
"2898",2,134,94,1
"2899",2,134,96,23
"2900",2,134,100,208
"2901",2,135,68,2
"2902",2,135,71,8
"2903",2,135,72,7
"2904",2,135,75,8
"2905",2,135,76,5
"2906",2,135,78,1
"2907",2,135,79,10
"2908",2,135,80,5
"2909",2,135,83,1
"2910",2,135,84,9
"2911",2,135,87,4
"2912",2,135,88,6
"2913",2,135,92,60
"2914",2,135,95,1
"2915",2,135,96,24
"2916",2,135,100,142
"2917",2,136,64,1
"2918",2,136,68,86
"2919",2,136,72,123
"2920",2,136,76,234
"2921",2,136,80,260
"2922",2,136,84,693
"2923",2,136,88,431
"2924",2,136,91,1
"2925",2,136,92,2181
"2926",2,136,96,328
"2927",2,136,100,1803
"2928",2,137,69,6
"2929",2,137,72,5
"2930",2,137,73,5
"2931",2,137,76,5
"2932",2,137,77,8
"2933",2,137,80,1
"2934",2,137,81,7
"2935",2,137,84,8
"2936",2,137,85,3
"2937",2,137,88,14
"2938",2,137,89,3
"2939",2,137,92,53
"2940",2,137,93,1
"2941",2,137,96,32
"2942",2,137,97,1
"2943",2,137,100,208
"2944",2,138,70,24
"2945",2,138,72,1
"2946",2,138,74,8
"2947",2,138,76,2
"2948",2,138,78,7
"2949",2,138,80,7
"2950",2,138,82,7
"2951",2,138,84,15
"2952",2,138,86,2
"2953",2,138,88,10
"2954",2,138,90,5
"2955",2,138,92,63
"2956",2,138,94,1
"2957",2,138,96,14
"2958",2,138,100,204
"2959",2,139,71,2
"2960",2,139,72,3
"2961",2,139,75,1
"2962",2,139,76,4
"2963",2,139,79,7
"2964",2,139,80,8
"2965",2,139,83,13
"2966",2,139,84,8
"2967",2,139,87,3
"2968",2,139,88,6
"2969",2,139,91,1
"2970",2,139,92,46
"2971",2,139,96,9
"2972",2,139,99,1
"2973",2,139,100,185
"2974",2,140,56,1
"2975",2,140,60,1
"2976",2,140,72,101
"2977",2,140,75,1
"2978",2,140,76,140
"2979",2,140,80,210
"2980",2,140,84,560
"2981",2,140,88,455
"2982",2,140,92,2418
"2983",2,140,96,483
"2984",2,140,100,2450
"2985",2,141,72,5
"2986",2,141,73,7
"2987",2,141,76,5
"2988",2,141,77,5
"2989",2,141,78,1
"2990",2,141,80,10
"2991",2,141,81,5
"2992",2,141,84,16
"2993",2,141,85,5
"2994",2,141,88,4
"2995",2,141,89,2
"2996",2,141,92,68
"2997",2,141,93,1
"2998",2,141,96,8
"2999",2,141,97,3
"3000",2,141,100,507
"3001",2,142,72,2
"3002",2,142,74,19
"3003",2,142,76,6
"3004",2,142,78,6
"3005",2,142,80,4
"3006",2,142,82,7
"3007",2,142,84,3
"3008",2,142,86,5
"3009",2,142,88,6
"3010",2,142,90,2
"3011",2,142,92,40
"3012",2,142,96,6
"3013",2,142,98,1
"3014",2,142,100,233
"3015",2,143,72,2
"3016",2,143,75,4
"3017",2,143,76,5
"3018",2,143,77,1
"3019",2,143,79,5
"3020",2,143,80,9
"3021",2,143,83,5
"3022",2,143,84,8
"3023",2,143,87,8
"3024",2,143,88,3
"3025",2,143,91,5
"3026",2,143,92,64
"3027",2,143,96,10
"3028",2,143,100,71
"3029",2,144,72,23
"3030",2,144,74,1
"3031",2,144,75,1
"3032",2,144,76,86
"3033",2,144,80,122
"3034",2,144,84,462
"3035",2,144,88,404
"3036",2,144,92,2257
"3037",2,144,96,500
"3038",2,144,100,3332
"3039",2,145,73,3
"3040",2,145,76,4
"3041",2,145,77,2
"3042",2,145,80,2
"3043",2,145,81,3
"3044",2,145,84,20
"3045",2,145,85,1
"3046",2,145,88,7
"3047",2,145,89,3
"3048",2,145,91,1
"3049",2,145,92,31
"3050",2,145,93,5
"3051",2,145,96,11
"3052",2,145,100,92
"3053",2,146,74,8
"3054",2,146,76,1
"3055",2,146,78,2
"3056",2,146,80,3
"3057",2,146,82,3
"3058",2,146,84,14
"3059",2,146,86,2
"3060",2,146,88,6
"3061",2,146,90,6
"3062",2,146,92,35
"3063",2,146,94,3
"3064",2,146,96,4
"3065",2,146,100,100
"3066",2,147,75,2
"3067",2,147,76,11
"3068",2,147,79,3
"3069",2,147,80,2
"3070",2,147,83,2
"3071",2,147,84,22
"3072",2,147,87,2
"3073",2,147,88,2
"3074",2,147,92,19
"3075",2,147,95,1
"3076",2,147,96,5
"3077",2,147,99,2
"3078",2,147,100,63
"3079",2,148,76,51
"3080",2,148,80,99
"3081",2,148,84,267
"3082",2,148,88,306
"3083",2,148,92,1983
"3084",2,148,96,520
"3085",2,148,100,3753
"3086",2,149,68,1
"3087",2,149,76,3
"3088",2,149,77,20
"3089",2,149,80,5
"3090",2,149,81,5
"3091",2,149,84,15
"3092",2,149,85,5
"3093",2,149,88,13
"3094",2,149,89,1
"3095",2,149,92,34
"3096",2,149,93,1
"3097",2,149,96,8
"3098",2,149,97,1
"3099",2,149,100,79
"3100",2,150,76,5
"3101",2,150,78,1
"3102",2,150,79,1
"3103",2,150,80,5
"3104",2,150,82,2
"3105",2,150,84,8
"3106",2,150,86,3
"3107",2,150,88,6
"3108",2,150,90,2
"3109",2,150,92,32
"3110",2,150,96,6
"3111",2,150,100,64
"3112",2,151,56,1
"3113",2,151,76,6
"3114",2,151,78,1
"3115",2,151,79,1
"3116",2,151,80,7
"3117",2,151,83,1
"3118",2,151,84,10
"3119",2,151,87,7
"3120",2,151,88,7
"3121",2,151,91,3
"3122",2,151,92,36
"3123",2,151,96,7
"3124",2,151,100,85
"3125",2,152,76,29
"3126",2,152,80,59
"3127",2,152,84,158
"3128",2,152,88,173
"3129",2,152,92,1557
"3130",2,152,96,432
"3131",2,152,100,3572
"3132",2,153,77,4
"3133",2,153,80,8
"3134",2,153,81,4
"3135",2,153,82,1
"3136",2,153,84,9
"3137",2,153,88,7
"3138",2,153,89,1
"3139",2,153,92,90
"3140",2,153,93,2
"3141",2,153,96,6
"3142",2,153,97,1
"3143",2,153,100,45
"3144",2,154,78,3
"3145",2,154,80,13
"3146",2,154,81,2
"3147",2,154,82,2
"3148",2,154,84,10
"3149",2,154,86,1
"3150",2,154,88,7
"3151",2,154,90,1
"3152",2,154,92,57
"3153",2,154,94,1
"3154",2,154,96,9
"3155",2,154,100,48
"3156",2,155,79,2
"3157",2,155,80,3
"3158",2,155,84,9
"3159",2,155,87,2
"3160",2,155,88,5
"3161",2,155,91,1
"3162",2,155,92,61
"3163",2,155,96,6
"3164",2,155,99,1
"3165",2,155,100,60
"3166",2,156,80,132
"3167",2,156,84,96
"3168",2,156,88,117
"3169",2,156,92,985
"3170",2,156,96,364
"3171",2,156,100,3057
"3172",2,157,80,2
"3173",2,157,81,5
"3174",2,157,84,8
"3175",2,157,88,4
"3176",2,157,89,3
"3177",2,157,92,38
"3178",2,157,93,2
"3179",2,157,96,8
"3180",2,157,97,3
"3181",2,157,100,50
"3182",2,158,80,4
"3183",2,158,82,1
"3184",2,158,84,8
"3185",2,158,86,1
"3186",2,158,88,7
"3187",2,158,92,52
"3188",2,158,96,6
"3189",2,158,100,79
"3190",2,159,80,6
"3191",2,159,84,14
"3192",2,159,88,3
"3193",2,159,91,2
"3194",2,159,92,31
"3195",2,159,96,6
"3196",2,159,100,51
"3197",2,160,80,19
"3198",2,160,84,76
"3199",2,160,88,55
"3200",2,160,92,574
"3201",2,160,96,187
"3202",2,160,97,1
"3203",2,160,100,2201
"3204",2,161,81,3
"3205",2,161,84,9
"3206",2,161,88,6
"3207",2,161,92,41
"3208",2,161,93,1
"3209",2,161,96,11
"3210",2,161,97,1
"3211",2,161,100,238
"3212",2,162,82,2
"3213",2,162,84,6
"3214",2,162,87,1
"3215",2,162,88,7
"3216",2,162,90,3
"3217",2,162,92,42
"3218",2,162,96,5
"3219",2,162,99,1
"3220",2,162,100,78
"3221",2,163,82,1
"3222",2,163,83,1
"3223",2,163,84,5
"3224",2,163,87,1
"3225",2,163,88,5
"3226",2,163,91,1
"3227",2,163,92,50
"3228",2,163,96,4
"3229",2,163,100,65
"3230",2,164,84,49
"3231",2,164,88,40
"3232",2,164,92,392
"3233",2,164,96,118
"3234",2,164,100,1503
"3235",2,165,84,6
"3236",2,165,85,1
"3237",2,165,88,5
"3238",2,165,92,30
"3239",2,165,96,7
"3240",2,165,97,1
"3241",2,165,100,56
"3242",2,166,84,9
"3243",2,166,88,5
"3244",2,166,92,46
"3245",2,166,96,9
"3246",2,166,98,1
"3247",2,166,100,99
"3248",2,167,84,7
"3249",2,167,88,6
"3250",2,167,91,1
"3251",2,167,92,43
"3252",2,167,93,1
"3253",2,167,95,1
"3254",2,167,96,6
"3255",2,167,100,36
"3256",2,168,56,1
"3257",2,168,84,48
"3258",2,168,88,27
"3259",2,168,92,191
"3260",2,168,96,61
"3261",2,168,100,859
"3262",2,169,85,1
"3263",2,169,88,4
"3264",2,169,89,1
"3265",2,169,92,26
"3266",2,169,96,2
"3267",2,169,100,58
"3268",2,170,86,5
"3269",2,170,90,1
"3270",2,170,92,16
"3271",2,170,96,7
"3272",2,170,100,80
"3273",2,171,87,4
"3274",2,171,88,1
"3275",2,171,92,21
"3276",2,171,96,5
"3277",2,171,100,59
"3278",2,172,88,34
"3279",2,172,92,183
"3280",2,172,96,37
"3281",2,172,100,546
"3282",2,173,88,1
"3283",2,173,89,1
"3284",2,173,92,21
"3285",2,173,96,3
"3286",2,173,100,48
"3287",2,174,88,1
"3288",2,174,90,2
"3289",2,174,92,16
"3290",2,174,94,1
"3291",2,174,96,5
"3292",2,174,100,76
"3293",2,175,91,1
"3294",2,175,92,8
"3295",2,175,96,7
"3296",2,175,99,1
"3297",2,175,100,43
"3298",2,176,88,7
"3299",2,176,92,112
"3300",2,176,96,32
"3301",2,176,100,305
"3302",2,177,89,2
"3303",2,177,92,3
"3304",2,177,93,2
"3305",2,177,96,4
"3306",2,177,100,39
"3307",2,178,92,25
"3308",2,178,96,8
"3309",2,178,100,22
"3310",2,179,91,4
"3311",2,179,92,6
"3312",2,179,96,6
"3313",2,179,100,37
"3314",2,180,80,1
"3315",2,180,92,57
"3316",2,180,96,26
"3317",2,180,100,220
"3318",2,181,92,6
"3319",2,181,100,43
"3320",2,182,92,7
"3321",2,182,94,2
"3322",2,182,98,1
"3323",2,182,100,35
"3324",2,183,92,8
"3325",2,183,95,1
"3326",2,183,100,18
"3327",2,184,76,1
"3328",2,184,92,43
"3329",2,184,96,17
"3330",2,184,100,136
"3331",2,185,93,8
"3332",2,185,96,1
"3333",2,185,97,1
"3334",2,185,100,14
"3335",2,186,94,7
"3336",2,186,96,1
"3337",2,186,100,26
"3338",2,187,95,2
"3339",2,187,96,3
"3340",2,187,100,19
"3341",2,188,96,72
"3342",2,188,100,80
"3343",2,189,96,1
"3344",2,189,97,4
"3345",2,189,100,15
"3346",2,190,96,1
"3347",2,190,100,10
"3348",2,191,96,1
"3349",2,191,99,1
"3350",2,191,100,20
"3351",2,192,96,6
"3352",2,192,100,177
"3353",2,193,100,3
"3354",2,194,100,23
"3355",2,195,99,1
"3356",2,195,100,2
"3357",2,196,100,108
"3358",2,197,100,14
"3359",2,198,100,2
"3360",2,200,100,156
"3361",2,238,100,1
"3362",3,6,4,3
"3363",3,7,4,4
"3364",3,8,4,10
"3365",3,9,4,230
"3366",3,10,4,157
"3367",3,10,5,3
"3368",3,11,4,112
"3369",3,11,6,6
"3370",3,12,4,3107
"3371",3,12,5,3
"3372",3,12,6,3
"3373",3,12,7,10
"3374",3,12,8,1
"3375",3,13,4,1
"3376",3,13,5,144
"3377",3,13,6,1
"3378",3,13,7,1
"3379",3,13,8,50
"3380",3,13,9,1
"3381",3,14,6,283
"3382",3,14,7,7
"3383",3,14,8,45
"3384",3,14,9,19
"3385",3,15,6,3
"3386",3,15,7,454
"3387",3,15,8,41
"3388",3,15,9,18
"3389",3,15,10,29
"3390",3,15,12,1
"3391",3,16,6,2
"3392",3,16,7,5
"3393",3,16,8,1773
"3394",3,16,9,15
"3395",3,16,10,16
"3396",3,16,11,23
"3397",3,17,7,17
"3398",3,17,8,46
"3399",3,17,9,1115
"3400",3,17,10,17
"3401",3,17,11,22
"3402",3,17,12,55
"3403",3,18,7,11
"3404",3,18,8,74
"3405",3,18,9,23
"3406",3,18,10,1514
"3407",3,18,11,19
"3408",3,18,12,41
"3409",3,18,13,18
"3410",3,19,8,131
"3411",3,19,9,43
"3412",3,19,10,41
"3413",3,19,11,1609
"3414",3,19,12,24
"3415",3,19,13,14
"3416",3,19,14,15
"3417",3,20,8,313
"3418",3,20,9,69
"3419",3,20,10,55
"3420",3,20,11,26
"3421",3,20,12,1904
"3422",3,20,13,17
"3423",3,20,14,9
"3424",3,20,15,8
"3425",3,21,8,6
"3426",3,21,9,340
"3427",3,21,10,91
"3428",3,21,11,57
"3429",3,21,12,60
"3430",3,21,13,1126
"3431",3,21,14,5
"3432",3,21,15,5
"3433",3,21,16,20
"3434",3,22,8,8
"3435",3,22,9,89
"3436",3,22,10,458
"3437",3,22,11,120
"3438",3,22,12,91
"3439",3,22,13,25
"3440",3,22,14,720
"3441",3,22,15,4
"3442",3,22,16,10
"3443",3,23,8,7
"3444",3,23,9,12
"3445",3,23,10,261
"3446",3,23,11,458
"3447",3,23,12,152
"3448",3,23,13,44
"3449",3,23,14,13
"3450",3,23,15,397
"3451",3,23,16,15
"3452",3,23,17,7
"3453",3,23,18,2
"3454",3,24,8,14
"3455",3,24,9,11
"3456",3,24,10,164
"3457",3,24,11,261
"3458",3,24,12,606
"3459",3,24,13,92
"3460",3,24,14,18
"3461",3,24,15,7
"3462",3,24,16,642
"3463",3,24,17,2
"3464",3,24,18,3
"3465",3,24,19,2
"3466",3,25,9,39
"3467",3,25,10,17
"3468",3,25,11,346
"3469",3,25,12,365
"3470",3,25,13,362
"3471",3,25,14,47
"3472",3,25,15,15
"3473",3,25,16,12
"3474",3,25,17,165
"3475",3,25,18,1
"3476",3,25,19,3
"3477",3,25,20,17
"3478",3,26,9,12
"3479",3,26,10,60
"3480",3,26,11,258
"3481",3,26,12,482
"3482",3,26,13,193
"3483",3,26,14,223
"3484",3,26,15,39
"3485",3,26,16,27
"3486",3,26,17,1
"3487",3,26,18,95
"3488",3,26,20,17
"3489",3,26,21,2
"3490",3,27,9,4
"3491",3,27,10,49
"3492",3,27,11,61
"3493",3,27,12,536
"3494",3,27,13,237
"3495",3,27,14,94
"3496",3,27,15,126
"3497",3,27,16,49
"3498",3,27,17,4
"3499",3,27,18,3
"3500",3,27,19,135
"3501",3,27,20,10
"3502",3,27,21,1
"3503",3,28,10,40
"3504",3,28,11,64
"3505",3,28,12,409
"3506",3,28,13,282
"3507",3,28,14,148
"3508",3,28,15,85
"3509",3,28,16,212
"3510",3,28,17,9
"3511",3,28,18,4
"3512",3,28,19,2
"3513",3,28,20,493
"3514",3,28,21,2
"3515",3,28,22,2
"3516",3,28,23,1
"3517",3,29,10,16
"3518",3,29,11,86
"3519",3,29,12,103
"3520",3,29,13,347
"3521",3,29,14,167
"3522",3,29,15,82
"3523",3,29,16,125
"3524",3,29,17,47
"3525",3,29,18,5
"3526",3,29,19,1
"3527",3,29,20,17
"3528",3,29,21,177
"3529",3,29,23,3
"3530",3,29,24,13
"3531",3,30,10,9
"3532",3,30,11,61
"3533",3,30,12,116
"3534",3,30,13,128
"3535",3,30,14,234
"3536",3,30,15,117
"3537",3,30,16,147
"3538",3,30,17,13
"3539",3,30,18,26
"3540",3,30,19,5
"3541",3,30,20,28
"3542",3,30,21,2
"3543",3,30,22,119
"3544",3,30,24,9
"3545",3,30,25,1
"3546",3,31,11,55
"3547",3,31,12,173
"3548",3,31,13,73
"3549",3,31,14,137
"3550",3,31,15,112
"3551",3,31,16,175
"3552",3,31,17,27
"3553",3,31,18,23
"3554",3,31,19,26
"3555",3,31,20,36
"3556",3,31,21,3
"3557",3,31,22,2
"3558",3,31,23,90
"3559",3,31,24,6
"3560",3,31,25,3
"3561",3,31,26,4
"3562",3,32,11,28
"3563",3,32,12,143
"3564",3,32,13,89
"3565",3,32,14,90
"3566",3,32,15,67
"3567",3,32,16,223
"3568",3,32,17,33
"3569",3,32,18,16
"3570",3,32,19,23
"3571",3,32,20,167
"3572",3,32,21,8
"3573",3,32,24,501
"3574",3,32,26,1
"3575",3,32,27,2
"3576",3,33,11,12
"3577",3,33,12,120
"3578",3,33,13,110
"3579",3,33,14,68
"3580",3,33,15,65
"3581",3,33,16,141
"3582",3,33,17,38
"3583",3,33,18,27
"3584",3,33,19,23
"3585",3,33,20,84
"3586",3,33,21,55
"3587",3,33,22,3
"3588",3,33,23,1
"3589",3,33,24,16
"3590",3,33,25,115
"3591",3,33,26,1
"3592",3,33,27,1
"3593",3,33,28,12
"3594",3,34,12,99
"3595",3,34,13,89
"3596",3,34,14,89
"3597",3,34,15,48
"3598",3,34,16,113
"3599",3,34,17,18
"3600",3,34,18,25
"3601",3,34,19,28
"3602",3,34,20,104
"3603",3,34,21,10
"3604",3,34,22,20
"3605",3,34,23,5
"3606",3,34,24,23
"3607",3,34,25,3
"3608",3,34,26,117
"3609",3,34,28,13
"3610",3,35,12,57
"3611",3,35,13,98
"3612",3,35,14,77
"3613",3,35,15,48
"3614",3,35,16,108
"3615",3,35,17,25
"3616",3,35,18,18
"3617",3,35,19,30
"3618",3,35,20,143
"3619",3,35,21,28
"3620",3,35,22,15
"3621",3,35,23,35
"3622",3,35,24,32
"3623",3,35,25,1
"3624",3,35,26,2
"3625",3,35,27,147
"3626",3,35,28,10
"3627",3,35,29,2
"3628",3,35,30,10
"3629",3,36,12,22
"3630",3,36,13,68
"3631",3,36,14,68
"3632",3,36,15,47
"3633",3,36,16,103
"3634",3,36,17,13
"3635",3,36,18,14
"3636",3,36,19,16
"3637",3,36,20,184
"3638",3,36,21,26
"3639",3,36,22,16
"3640",3,36,23,13
"3641",3,36,24,162
"3642",3,36,25,5
"3643",3,36,26,2
"3644",3,36,27,1
"3645",3,36,28,536
"3646",3,36,29,1
"3647",3,36,30,2
"3648",3,36,31,2
"3649",3,37,13,43
"3650",3,37,14,56
"3651",3,37,15,50
"3652",3,37,16,89
"3653",3,37,17,32
"3654",3,37,18,17
"3655",3,37,19,13
"3656",3,37,20,125
"3657",3,37,21,42
"3658",3,37,22,29
"3659",3,37,23,20
"3660",3,37,24,89
"3661",3,37,25,33
"3662",3,37,26,8
"3663",3,37,27,3
"3664",3,37,28,16
"3665",3,37,29,115
"3666",3,37,30,1
"3667",3,37,31,3
"3668",3,37,32,15
"3669",3,38,13,17
"3670",3,38,14,42
"3671",3,38,15,39
"3672",3,38,16,85
"3673",3,38,17,20
"3674",3,38,18,14
"3675",3,38,19,11
"3676",3,38,20,100
"3677",3,38,21,16
"3678",3,38,22,38
"3679",3,38,23,15
"3680",3,38,24,98
"3681",3,38,25,13
"3682",3,38,26,34
"3683",3,38,27,9
"3684",3,38,28,11
"3685",3,38,29,1
"3686",3,38,30,92
"3687",3,38,31,1
"3688",3,38,32,10
"3689",3,38,33,1
"3690",3,39,13,6
"3691",3,39,14,28
"3692",3,39,15,20
"3693",3,39,16,71
"3694",3,39,17,15
"3695",3,39,18,11
"3696",3,39,19,22
"3697",3,39,20,102
"3698",3,39,21,17
"3699",3,39,22,14
"3700",3,39,23,26
"3701",3,39,24,122
"3702",3,39,25,22
"3703",3,39,26,15
"3704",3,39,27,49
"3705",3,39,28,35
"3706",3,39,29,3
"3707",3,39,30,4
"3708",3,39,31,143
"3709",3,39,32,13
"3710",3,39,33,2
"3711",3,39,34,3
"3712",3,39,36,1
"3713",3,40,14,10
"3714",3,40,15,25
"3715",3,40,16,85
"3716",3,40,17,14
"3717",3,40,18,12
"3718",3,40,19,10
"3719",3,40,20,137
"3720",3,40,21,11
"3721",3,40,22,15
"3722",3,40,23,11
"3723",3,40,24,157
"3724",3,40,25,20
"3725",3,40,26,20
"3726",3,40,27,22
"3727",3,40,28,185
"3728",3,40,29,4
"3729",3,40,30,1
"3730",3,40,31,2
"3731",3,40,32,762
"3732",3,40,34,3
"3733",3,40,35,1
"3734",3,41,14,1
"3735",3,41,15,16
"3736",3,41,16,40
"3737",3,41,17,17
"3738",3,41,18,8
"3739",3,41,19,7
"3740",3,41,20,76
"3741",3,41,21,21
"3742",3,41,22,11
"3743",3,41,23,7
"3744",3,41,24,104
"3745",3,41,25,31
"3746",3,41,26,19
"3747",3,41,27,17
"3748",3,41,28,87
"3749",3,41,29,39
"3750",3,41,30,11
"3751",3,41,31,4
"3752",3,41,32,23
"3753",3,41,33,113
"3754",3,41,35,1
"3755",3,41,36,16
"3756",3,42,14,1
"3757",3,42,15,11
"3758",3,42,16,30
"3759",3,42,17,6
"3760",3,42,18,9
"3761",3,42,19,8
"3762",3,42,20,94
"3763",3,42,21,12
"3764",3,42,22,26
"3765",3,42,23,14
"3766",3,42,24,68
"3767",3,42,25,23
"3768",3,42,26,38
"3769",3,42,27,42
"3770",3,42,28,147
"3771",3,42,29,9
"3772",3,42,30,28
"3773",3,42,31,8
