"","number_of_ues","rb","rb_per_ue","count"
"15356",5,44,13,7
"15357",5,44,14,6
"15358",5,44,15,3
"15359",5,44,16,2
"15360",5,44,17,3
"15361",5,44,18,1
"15362",5,44,19,1
"15363",5,44,20,2
"15364",5,44,21,2
"15365",5,44,24,2
"15366",5,44,26,1
"15367",5,44,28,4
"15368",5,45,11,1
"15369",5,45,12,6
"15370",5,45,13,4
"15371",5,45,14,5
"15372",5,45,15,2
"15373",5,45,16,7
"15374",5,45,17,1
"15375",5,45,20,3
"15376",5,45,21,2
"15377",5,45,22,2
"15378",5,45,23,2
"15379",5,45,24,3
"15380",5,45,28,1
"15381",5,46,11,3
"15382",5,46,12,7
"15383",5,46,13,8
"15384",5,46,14,5
"15385",5,46,15,1
"15386",5,46,16,6
"15387",5,46,17,1
"15388",5,46,18,1
"15389",5,46,20,1
"15390",5,46,22,1
"15391",5,46,24,3
"15392",5,46,26,1
"15393",5,46,32,1
"15394",5,47,11,1
"15395",5,47,12,5
"15396",5,47,13,5
"15397",5,47,14,6
"15398",5,47,15,3
"15399",5,47,16,7
"15400",5,47,18,2
"15401",5,47,20,2
"15402",5,47,21,1
"15403",5,47,23,1
"15404",5,47,24,4
"15405",5,47,25,1
"15406",5,47,28,1
"15407",5,48,11,1
"15408",5,48,12,7
"15409",5,48,13,4
"15410",5,48,14,4
"15411",5,48,15,3
"15412",5,48,16,8
"15413",5,48,17,1
"15414",5,48,19,1
"15415",5,48,20,7
"15416",5,48,23,1
"15417",5,48,24,5
"15418",5,48,25,1
"15419",5,48,26,1
"15420",5,48,27,1
"15421",5,48,28,1
"15422",5,48,29,1
"15423",5,48,31,1
"15424",5,48,32,3
"15425",5,49,11,1
"15426",5,49,12,3
"15427",5,49,13,2
"15428",5,49,14,6
"15429",5,49,15,2
"15430",5,49,16,4
"15431",5,49,17,1
"15432",5,49,18,1
"15433",5,49,20,5
"15434",5,49,24,3
"15435",5,49,25,1
"15436",5,49,28,1
"15437",5,49,36,1
"15438",5,50,11,1
"15439",5,50,12,4
"15440",5,50,13,8
"15441",5,50,14,10
"15442",5,50,15,1
"15443",5,50,16,3
"15444",5,50,20,2
"15445",5,50,21,1
"15446",5,50,22,3
"15447",5,50,23,4
"15448",5,50,24,3
"15449",5,50,26,1
"15450",5,50,27,1
"15451",5,50,28,3
"15452",5,50,30,1
"15453",5,50,32,2
"15454",5,51,12,2
"15455",5,51,13,3
"15456",5,51,14,6
"15457",5,51,15,1
"15458",5,51,16,10
"15459",5,51,17,1
"15460",5,51,18,1
"15461",5,51,19,1
"15462",5,51,20,3
"15463",5,51,23,1
"15464",5,51,24,2
"15465",5,51,25,2
"15466",5,51,28,2
"15467",5,51,31,1
"15468",5,51,32,2
"15469",5,51,35,2
"15470",5,51,38,1
"15471",5,52,13,4
"15472",5,52,14,6
"15473",5,52,15,5
"15474",5,52,16,2
"15475",5,52,18,1
"15476",5,52,19,2
"15477",5,52,20,2
"15478",5,52,21,1
"15479",5,52,24,6
"15480",5,52,26,1
"15481",5,52,28,7
"15482",5,52,30,1
"15483",5,52,32,4
"15484",5,52,36,2
"15485",5,53,13,1
"15486",5,53,14,5
"15487",5,53,16,3
"15488",5,53,17,1
"15489",5,53,20,4
"15490",5,53,24,2
"15491",5,53,26,1
"15492",5,53,27,3
"15493",5,53,28,1
"15494",5,53,29,1
"15495",5,53,31,1
"15496",5,53,32,1
"15497",5,53,33,2
"15498",5,53,40,1
"15499",5,54,12,4
"15500",5,54,13,4
"15501",5,54,14,3
"15502",5,54,15,1
"15503",5,54,16,3
"15504",5,54,18,1
"15505",5,54,19,2
"15506",5,54,20,3
"15507",5,54,21,3
"15508",5,54,22,1
"15509",5,54,24,5
"15510",5,54,25,1
"15511",5,54,27,1
"15512",5,54,28,3
"15513",5,54,29,1
"15514",5,54,30,1
"15515",5,54,32,5
"15516",5,54,34,1
"15517",5,54,36,1
"15518",5,54,40,1
"15519",5,55,14,1
"15520",5,55,15,2
"15521",5,55,16,5
"15522",5,55,17,2
"15523",5,55,18,3
"15524",5,55,19,2
"15525",5,55,20,5
"15526",5,55,21,1
"15527",5,55,22,2
"15528",5,55,24,4
"15529",5,55,25,4
"15530",5,55,26,2
"15531",5,55,28,4
"15532",5,55,30,1
"15533",5,55,31,1
"15534",5,55,32,4
"15535",5,55,36,1
"15536",5,55,40,2
"15537",5,55,41,1
"15538",5,56,13,2
"15539",5,56,14,5
"15540",5,56,15,2
"15541",5,56,16,2
"15542",5,56,17,2
"15543",5,56,19,1
"15544",5,56,20,7
"15545",5,56,21,2
"15546",5,56,22,1
"15547",5,56,23,1
"15548",5,56,24,9
"15549",5,56,26,2
"15550",5,56,27,3
"15551",5,56,28,6
"15552",5,56,29,1
"15553",5,56,30,2
"15554",5,56,32,4
"15555",5,56,33,1
"15556",5,56,36,3
"15557",5,56,40,7
"15558",5,57,12,1
"15559",5,57,13,2
"15560",5,57,15,2
"15561",5,57,16,1
"15562",5,57,17,1
"15563",5,57,18,1
"15564",5,57,20,5
"15565",5,57,22,1
"15566",5,57,23,1
"15567",5,57,24,4
"15568",5,57,25,2
"15569",5,57,26,1
"15570",5,57,28,2
"15571",5,57,29,1
"15572",5,57,31,1
"15573",5,57,32,1
"15574",5,57,33,1
"15575",5,57,34,1
"15576",5,57,35,1
"15577",5,57,36,3
"15578",5,57,40,2
"15579",5,57,44,2
"15580",5,58,12,1
"15581",5,58,13,3
"15582",5,58,14,2
"15583",5,58,15,5
"15584",5,58,16,3
"15585",5,58,19,1
"15586",5,58,20,5
"15587",5,58,23,2
"15588",5,58,24,4
"15589",5,58,26,3
"15590",5,58,27,2
"15591",5,58,28,6
"15592",5,58,30,1
"15593",5,58,32,4
"15594",5,58,33,1
"15595",5,58,34,1
"15596",5,58,36,6
"15597",5,58,37,1
"15598",5,58,39,2
"15599",5,58,40,1
"15600",5,58,48,1
"15601",5,59,14,4
"15602",5,59,15,4
"15603",5,59,16,2
"15604",5,59,17,1
"15605",5,59,18,1
"15606",5,59,19,1
"15607",5,59,20,8
"15608",5,59,21,1
"15609",5,59,23,2
"15610",5,59,24,2
"15611",5,59,26,2
"15612",5,59,27,1
"15613",5,59,28,3
"15614",5,59,29,1
"15615",5,59,32,7
"15616",5,59,33,1
"15617",5,59,35,2
"15618",5,59,36,2
"15619",5,59,38,1
"15620",5,59,40,3
"15621",5,59,41,1
"15622",5,59,44,1
"15623",5,59,48,1
"15624",5,60,13,1
"15625",5,60,14,1
"15626",5,60,15,1
"15627",5,60,16,2
"15628",5,60,17,1
"15629",5,60,19,2
"15630",5,60,20,6
"15631",5,60,23,1
"15632",5,60,24,7
"15633",5,60,26,1
"15634",5,60,28,4
"15635",5,60,31,1
"15636",5,60,32,5
"15637",5,60,36,3
"15638",5,60,37,1
"15639",5,60,38,1
"15640",5,60,40,4
"15641",5,60,41,1
"15642",5,60,44,3
"15643",5,61,13,1
"15644",5,61,15,1
"15645",5,61,17,1
"15646",5,61,18,1
"15647",5,61,20,5
"15648",5,61,21,3
"15649",5,61,23,1
"15650",5,61,24,3
"15651",5,61,25,2
"15652",5,61,26,2
"15653",5,61,27,2
"15654",5,61,28,6
"15655",5,61,29,1
"15656",5,61,30,1
"15657",5,61,31,1
"15658",5,61,32,6
"15659",5,61,33,1
"15660",5,61,35,1
"15661",5,61,36,7
"15662",5,61,37,2
"15663",5,61,38,2
"15664",5,61,39,2
"15665",5,61,40,5
"15666",5,61,45,1
"15667",5,61,48,1
"15668",5,62,14,2
"15669",5,62,15,2
"15670",5,62,16,3
"15671",5,62,17,1
"15672",5,62,19,1
"15673",5,62,20,4
"15674",5,62,22,2
"15675",5,62,23,1
"15676",5,62,24,4
"15677",5,62,25,4
"15678",5,62,26,2
"15679",5,62,27,1
"15680",5,62,28,2
"15681",5,62,30,3
"15682",5,62,32,3
"15683",5,62,33,1
"15684",5,62,34,1
"15685",5,62,35,2
"15686",5,62,36,5
"15687",5,62,38,1
"15688",5,62,40,6
"15689",5,62,42,1
"15690",5,62,44,3
"15691",5,63,14,1
"15692",5,63,15,1
"15693",5,63,16,2
"15694",5,63,17,1
"15695",5,63,18,2
"15696",5,63,19,1
"15697",5,63,20,5
"15698",5,63,23,1
"15699",5,63,24,4
"15700",5,63,25,2
"15701",5,63,26,2
"15702",5,63,27,1
"15703",5,63,28,1
"15704",5,63,29,1
"15705",5,63,30,2
"15706",5,63,31,1
"15707",5,63,32,7
"15708",5,63,33,1
"15709",5,63,36,4
"15710",5,63,38,3
"15711",5,63,39,1
"15712",5,63,40,7
"15713",5,63,41,1
"15714",5,63,44,5
"15715",5,63,48,2
"15716",5,64,14,1
"15717",5,64,15,1
"15718",5,64,16,1
"15719",5,64,17,1
"15720",5,64,19,2
"15721",5,64,20,4
"15722",5,64,21,1
"15723",5,64,22,2
"15724",5,64,24,2
"15725",5,64,25,1
"15726",5,64,27,2
"15727",5,64,28,3
"15728",5,64,29,2
"15729",5,64,32,11
"15730",5,64,33,1
"15731",5,64,36,10
"15732",5,64,39,1
"15733",5,64,40,11
"15734",5,64,41,1
"15735",5,64,44,7
"15736",5,64,48,6
"15737",5,65,14,2
"15738",5,65,20,7
"15739",5,65,21,1
"15740",5,65,24,3
"15741",5,65,26,1
"15742",5,65,28,12
"15743",5,65,29,1
"15744",5,65,30,1
"15745",5,65,31,1
"15746",5,65,32,7
"15747",5,65,33,2
"15748",5,65,36,5
"15749",5,65,39,2
"15750",5,65,40,7
"15751",5,65,44,10
"15752",5,65,48,1
"15753",5,66,15,1
"15754",5,66,19,2
"15755",5,66,20,5
"15756",5,66,21,1
"15757",5,66,23,2
"15758",5,66,24,6
"15759",5,66,25,1
"15760",5,66,26,1
"15761",5,66,28,3
"15762",5,66,29,3
"15763",5,66,30,1
"15764",5,66,31,1
"15765",5,66,32,4
"15766",5,66,33,1
"15767",5,66,34,3
"15768",5,66,35,2
"15769",5,66,36,6
"15770",5,66,37,1
"15771",5,66,38,1
"15772",5,66,40,7
"15773",5,66,44,8
"15774",5,66,48,5
"15775",5,67,19,1
"15776",5,67,21,1
"15777",5,67,22,2
"15778",5,67,24,2
"15779",5,67,26,1
"15780",5,67,27,1
"15781",5,67,28,7
"15782",5,67,30,1
"15783",5,67,31,4
"15784",5,67,32,8
"15785",5,67,33,1
"15786",5,67,34,1
"15787",5,67,35,1
"15788",5,67,36,11
"15789",5,67,39,2
"15790",5,67,40,9
"15791",5,67,41,2
"15792",5,67,44,7
"15793",5,67,48,2
"15794",5,67,52,1
"15795",5,68,17,1
"15796",5,68,18,1
"15797",5,68,20,3
"15798",5,68,24,4
"15799",5,68,25,2
"15800",5,68,26,2
"15801",5,68,27,1
"15802",5,68,28,4
"15803",5,68,30,3
"15804",5,68,31,1
"15805",5,68,32,11
"15806",5,68,33,2
"15807",5,68,35,2
"15808",5,68,36,12
"15809",5,68,38,2
"15810",5,68,39,2
"15811",5,68,40,16
"15812",5,68,41,1
"15813",5,68,44,4
"15814",5,68,45,2
"15815",5,68,47,1
"15816",5,68,48,4
"15817",5,68,52,10
"15818",5,69,19,1
"15819",5,69,21,1
"15820",5,69,22,2
"15821",5,69,24,5
"15822",5,69,25,1
"15823",5,69,26,2
"15824",5,69,28,3
"15825",5,69,31,5
"15826",5,69,32,10
"15827",5,69,33,1
"15828",5,69,34,1
"15829",5,69,35,1
"15830",5,69,36,7
"15831",5,69,37,3
"15832",5,69,38,1
"15833",5,69,39,2
"15834",5,69,40,13
"15835",5,69,43,1
"15836",5,69,44,13
"15837",5,69,48,5
"15838",5,69,49,1
"15839",5,69,52,1
"15840",5,69,54,2
"15841",5,70,20,1
"15842",5,70,21,1
"15843",5,70,24,1
"15844",5,70,26,1
"15845",5,70,27,2
"15846",5,70,28,5
"15847",5,70,29,1
"15848",5,70,30,2
"15849",5,70,31,3
"15850",5,70,32,10
"15851",5,70,33,3
"15852",5,70,34,3
"15853",5,70,35,2
"15854",5,70,36,10
"15855",5,70,37,1
"15856",5,70,39,2
"15857",5,70,40,17
"15858",5,70,41,1
"15859",5,70,42,1
"15860",5,70,43,1
"15861",5,70,44,9
"15862",5,70,45,1
"15863",5,70,47,1
"15864",5,70,48,10
"15865",5,70,52,1
"15866",5,70,56,1
"15867",5,71,22,1
"15868",5,71,24,1
"15869",5,71,25,2
"15870",5,71,26,1
"15871",5,71,28,6
"15872",5,71,30,1
"15873",5,71,31,1
"15874",5,71,32,8
"15875",5,71,33,2
"15876",5,71,34,1
"15877",5,71,35,1
"15878",5,71,36,11
"15879",5,71,37,1
"15880",5,71,38,1
"15881",5,71,39,1
"15882",5,71,40,11
"15883",5,71,44,12
"15884",5,71,45,1
"15885",5,71,48,7
"15886",5,71,52,5
"15887",5,72,20,2
"15888",5,72,24,1
"15889",5,72,26,1
"15890",5,72,27,1
"15891",5,72,28,6
"15892",5,72,29,1
"15893",5,72,30,1
"15894",5,72,32,7
"15895",5,72,33,3
"15896",5,72,36,12
"15897",5,72,38,1
"15898",5,72,40,27
"15899",5,72,41,2
"15900",5,72,44,19
"15901",5,72,47,3
"15902",5,72,48,14
"15903",5,72,50,1
"15904",5,72,52,6
"15905",5,72,56,6
"15906",5,73,19,1
"15907",5,73,20,1
"15908",5,73,21,1
"15909",5,73,24,1
"15910",5,73,26,2
"15911",5,73,28,5
"15912",5,73,29,1
"15913",5,73,30,1
"15914",5,73,31,2
"15915",5,73,32,8
"15916",5,73,33,1
"15917",5,73,34,1
"15918",5,73,36,8
"15919",5,73,39,1
"15920",5,73,40,17
"15921",5,73,41,1
"15922",5,73,44,13
"15923",5,73,48,7
"15924",5,73,50,2
"15925",5,73,52,3
"15926",5,73,60,1
"15927",5,74,22,2
"15928",5,74,24,3
"15929",5,74,25,1
"15930",5,74,28,5
"15931",5,74,29,1
"15932",5,74,32,4
"15933",5,74,34,2
"15934",5,74,35,2
"15935",5,74,36,16
"15936",5,74,37,2
"15937",5,74,38,1
"15938",5,74,39,1
"15939",5,74,40,13
"15940",5,74,44,11
"15941",5,74,48,9
"15942",5,74,50,1
"15943",5,74,52,8
"15944",5,74,54,1
"15945",5,74,56,2
"15946",5,74,60,1
"15947",5,75,24,2
"15948",5,75,26,1
"15949",5,75,27,3
"15950",5,75,28,8
"15951",5,75,30,2
"15952",5,75,32,6
"15953",5,75,33,2
"15954",5,75,34,1
"15955",5,75,35,3
"15956",5,75,36,12
"15957",5,75,37,1
"15958",5,75,39,3
"15959",5,75,40,15
"15960",5,75,44,12
"15961",5,75,48,10
"15962",5,75,52,8
"15963",5,75,56,2
"15964",5,75,60,1
"15965",5,76,24,1
"15966",5,76,26,1
"15967",5,76,27,2
"15968",5,76,28,3
"15969",5,76,29,1
"15970",5,76,30,2
"15971",5,76,31,2
"15972",5,76,32,8
"15973",5,76,35,2
"15974",5,76,36,10
"15975",5,76,37,1
"15976",5,76,39,5
"15977",5,76,40,21
"15978",5,76,41,1
"15979",5,76,42,1
"15980",5,76,43,1
"15981",5,76,44,12
"15982",5,76,45,2
"15983",5,76,48,13
"15984",5,76,52,15
"15985",5,76,56,6
"15986",5,76,60,5
"15987",5,77,24,1
"15988",5,77,25,2
"15989",5,77,27,2
"15990",5,77,28,3
"15991",5,77,29,1
"15992",5,77,30,1
"15993",5,77,31,1
"15994",5,77,32,7
"15995",5,77,33,4
"15996",5,77,34,1
"15997",5,77,35,1
"15998",5,77,36,9
"15999",5,77,37,3
"16000",5,77,38,1
"16001",5,77,39,1
"16002",5,77,40,11
"16003",5,77,41,1
"16004",5,77,44,14
"16005",5,77,46,1
"16006",5,77,48,17
"16007",5,77,52,6
"16008",5,77,55,1
"16009",5,77,56,4
"16010",5,77,58,1
"16011",5,77,60,1
"16012",5,78,24,1
"16013",5,78,25,1
"16014",5,78,28,7
"16015",5,78,29,1
"16016",5,78,32,7
"16017",5,78,34,2
"16018",5,78,35,1
"16019",5,78,36,13
"16020",5,78,37,2
"16021",5,78,38,2
"16022",5,78,39,1
"16023",5,78,40,19
"16024",5,78,42,2
"16025",5,78,43,1
"16026",5,78,44,16
"16027",5,78,45,1
"16028",5,78,47,1
"16029",5,78,48,19
"16030",5,78,49,1
"16031",5,78,50,1
"16032",5,78,52,11
"16033",5,78,53,1
"16034",5,78,54,1
"16035",5,78,56,9
"16036",5,78,60,3
"16037",5,79,20,1
"16038",5,79,27,1
"16039",5,79,28,1
"16040",5,79,30,1
"16041",5,79,31,1
"16042",5,79,32,4
"16043",5,79,33,1
"16044",5,79,34,1
"16045",5,79,35,1
"16046",5,79,36,7
"16047",5,79,37,2
"16048",5,79,38,2
"16049",5,79,39,1
"16050",5,79,40,11
"16051",5,79,43,2
"16052",5,79,44,16
"16053",5,79,48,13
"16054",5,79,52,12
"16055",5,79,54,2
"16056",5,79,56,6
"16057",5,79,57,1
"16058",5,79,59,1
"16059",5,79,60,2
"16060",5,80,24,1
"16061",5,80,25,1
"16062",5,80,27,1
"16063",5,80,32,10
"16064",5,80,33,1
"16065",5,80,34,1
"16066",5,80,35,1
"16067",5,80,36,12
"16068",5,80,37,2
"16069",5,80,39,3
"16070",5,80,40,18
"16071",5,80,41,1
"16072",5,80,43,1
"16073",5,80,44,15
"16074",5,80,48,21
"16075",5,80,49,1
"16076",5,80,52,19
"16077",5,80,56,4
"16078",5,80,58,1
"16079",5,80,60,2
"16080",5,80,64,1
"16081",5,81,21,1
"16082",5,81,25,1
"16083",5,81,28,2
"16084",5,81,31,1
"16085",5,81,32,7
"16086",5,81,34,3
"16087",5,81,36,11
"16088",5,81,37,1
"16089",5,81,39,2
"16090",5,81,40,17
"16091",5,81,41,1
"16092",5,81,44,16
"16093",5,81,46,1
"16094",5,81,47,1
"16095",5,81,48,24
"16096",5,81,52,14
"16097",5,81,56,6
"16098",5,81,57,1
"16099",5,81,58,1
"16100",5,81,60,2
"16101",5,81,61,1
"16102",5,81,64,2
"16103",5,81,65,1
"16104",5,82,24,1
"16105",5,82,28,2
"16106",5,82,29,1
"16107",5,82,30,1
"16108",5,82,31,1
"16109",5,82,32,9
"16110",5,82,34,4
"16111",5,82,36,11
"16112",5,82,40,17
"16113",5,82,41,1
"16114",5,82,42,1
"16115",5,82,43,1
"16116",5,82,44,30
"16117",5,82,48,15
"16118",5,82,52,17
"16119",5,82,56,7
"16120",5,82,60,3
"16121",5,82,62,1
"16122",5,82,64,1
"16123",5,83,21,1
"16124",5,83,26,1
"16125",5,83,27,1
"16126",5,83,31,1
"16127",5,83,32,10
"16128",5,83,34,1
"16129",5,83,36,11
"16130",5,83,37,1
"16131",5,83,38,1
"16132",5,83,39,2
"16133",5,83,40,18
"16134",5,83,41,2
"16135",5,83,42,2
"16136",5,83,43,1
"16137",5,83,44,20
"16138",5,83,45,1
"16139",5,83,48,20
"16140",5,83,52,18
"16141",5,83,54,2
"16142",5,83,56,18
"16143",5,83,60,9
"16144",5,83,64,1
"16145",5,83,70,1
"16146",5,84,27,1
"16147",5,84,28,2
"16148",5,84,32,7
"16149",5,84,33,1
"16150",5,84,35,1
"16151",5,84,36,15
"16152",5,84,37,2
"16153",5,84,39,1
"16154",5,84,40,16
"16155",5,84,41,1
"16156",5,84,43,1
"16157",5,84,44,16
"16158",5,84,48,17
"16159",5,84,49,1
"16160",5,84,50,2
"16161",5,84,52,21
"16162",5,84,53,1
"16163",5,84,54,1
"16164",5,84,56,17
"16165",5,84,60,3
"16166",5,84,61,1
"16167",5,84,64,3
"16168",5,84,68,5
"16169",5,85,28,3
"16170",5,85,29,1
"16171",5,85,31,1
"16172",5,85,32,4
"16173",5,85,35,1
"16174",5,85,36,8
"16175",5,85,37,3
"16176",5,85,38,3
"16177",5,85,40,13
"16178",5,85,41,4
"16179",5,85,43,1
"16180",5,85,44,24
"16181",5,85,45,1
"16182",5,85,46,1
"16183",5,85,47,1
"16184",5,85,48,25
"16185",5,85,49,1
"16186",5,85,52,17
"16187",5,85,54,1
"16188",5,85,56,16
"16189",5,85,60,10
"16190",5,85,63,1
"16191",5,85,64,2
"16192",5,85,68,1
"16193",5,85,71,1
"16194",5,86,25,1
"16195",5,86,28,2
"16196",5,86,32,3
"16197",5,86,33,1
"16198",5,86,36,5
"16199",5,86,37,1
"16200",5,86,40,8
"16201",5,86,42,1
"16202",5,86,44,18
"16203",5,86,48,16
"16204",5,86,49,1
"16205",5,86,51,1
"16206",5,86,52,16
"16207",5,86,53,1
"16208",5,86,56,11
"16209",5,86,58,1
"16210",5,86,59,1
"16211",5,86,60,5
"16212",5,86,61,1
"16213",5,86,63,1
"16214",5,86,64,2
"16215",5,86,68,1
"16216",5,87,31,1
"16217",5,87,32,5
"16218",5,87,36,9
"16219",5,87,38,2
"16220",5,87,39,1
"16221",5,87,40,16
"16222",5,87,41,2
"16223",5,87,43,2
"16224",5,87,44,22
"16225",5,87,48,15
"16226",5,87,49,1
"16227",5,87,50,1
"16228",5,87,52,21
"16229",5,87,55,1
"16230",5,87,56,15
"16231",5,87,57,1
"16232",5,87,60,5
"16233",5,87,61,1
"16234",5,87,64,5
"16235",5,87,68,1
"16236",5,88,28,2
"16237",5,88,32,8
"16238",5,88,34,1
"16239",5,88,36,10
"16240",5,88,37,1
"16241",5,88,39,1
"16242",5,88,40,21
"16243",5,88,44,17
"16244",5,88,46,1
"16245",5,88,47,1
"16246",5,88,48,31
"16247",5,88,50,1
"16248",5,88,51,1
"16249",5,88,52,25
"16250",5,88,55,1
"16251",5,88,56,18
"16252",5,88,59,1
"16253",5,88,60,11
"16254",5,88,64,6
"16255",5,88,68,7
"16256",5,88,72,3
"16257",5,89,32,3
"16258",5,89,34,2
"16259",5,89,35,2
"16260",5,89,36,7
"16261",5,89,40,18
"16262",5,89,43,3
"16263",5,89,44,27
"16264",5,89,48,17
"16265",5,89,52,17
"16266",5,89,54,2
"16267",5,89,55,1
"16268",5,89,56,8
"16269",5,89,57,1
"16270",5,89,58,2
"16271",5,89,60,10
"16272",5,89,62,1
"16273",5,89,64,3
"16274",5,89,65,1
"16275",5,89,68,3
"16276",5,90,28,1
"16277",5,90,32,2
"16278",5,90,33,3
"16279",5,90,34,1
"16280",5,90,36,9
"16281",5,90,37,1
"16282",5,90,38,3
"16283",5,90,40,7
"16284",5,90,42,1
"16285",5,90,43,1
"16286",5,90,44,16
"16287",5,90,45,1
"16288",5,90,46,1
"16289",5,90,47,1
"16290",5,90,48,20
"16291",5,90,50,1
"16292",5,90,52,13
"16293",5,90,54,1
"16294",5,90,56,17
"16295",5,90,57,1
"16296",5,90,60,14
"16297",5,90,64,5
"16298",5,90,68,1
"16299",5,90,69,1
"16300",5,91,28,1
"16301",5,91,29,1
"16302",5,91,32,1
"16303",5,91,34,1
"16304",5,91,36,2
"16305",5,91,37,2
"16306",5,91,40,12
"16307",5,91,42,1
"16308",5,91,44,14
"16309",5,91,45,1
"16310",5,91,46,1
"16311",5,91,48,21
"16312",5,91,49,1
"16313",5,91,52,19
"16314",5,91,54,1
"16315",5,91,56,16
"16316",5,91,57,2
"16317",5,91,60,14
"16318",5,91,62,2
"16319",5,91,63,1
"16320",5,91,64,7
"16321",5,91,68,3
"16322",5,91,72,1
"16323",5,92,32,3
"16324",5,92,33,2
"16325",5,92,35,1
"16326",5,92,36,13
"16327",5,92,37,1
"16328",5,92,38,1
"16329",5,92,40,19
"16330",5,92,41,2
"16331",5,92,43,3
"16332",5,92,44,17
"16333",5,92,48,15
"16334",5,92,50,1
"16335",5,92,52,18
"16336",5,92,54,1
"16337",5,92,56,23
"16338",5,92,57,2
"16339",5,92,60,17
"16340",5,92,64,7
"16341",5,92,65,1
"16342",5,92,67,2
"16343",5,92,68,2
"16344",5,92,72,3
"16345",5,92,76,8
"16346",5,93,32,3
"16347",5,93,34,1
"16348",5,93,36,5
"16349",5,93,37,4
"16350",5,93,38,1
"16351",5,93,39,2
"16352",5,93,40,13
"16353",5,93,41,2
"16354",5,93,44,17
"16355",5,93,45,1
"16356",5,93,48,15
"16357",5,93,50,1
"16358",5,93,52,20
"16359",5,93,53,1
"16360",5,93,56,12
"16361",5,93,58,1
"16362",5,93,60,13
"16363",5,93,62,1
"16364",5,93,63,1
"16365",5,93,64,10
"16366",5,93,68,4
"16367",5,93,70,1
"16368",5,93,72,1
"16369",5,94,31,2
"16370",5,94,32,2
"16371",5,94,33,1
"16372",5,94,34,1
"16373",5,94,35,2
"16374",5,94,36,6
"16375",5,94,37,4
"16376",5,94,39,1
"16377",5,94,40,15
"16378",5,94,41,2
"16379",5,94,42,2
"16380",5,94,44,14
"16381",5,94,48,22
"16382",5,94,52,23
"16383",5,94,54,1
"16384",5,94,55,1
"16385",5,94,56,22
"16386",5,94,59,1
"16387",5,94,60,9
"16388",5,94,64,6
"16389",5,94,68,2
"16390",5,94,78,1
"16391",5,94,80,1
"16392",5,94,81,1
"16393",5,95,32,3
"16394",5,95,36,5
"16395",5,95,38,2
"16396",5,95,39,1
"16397",5,95,40,11
"16398",5,95,41,1
"16399",5,95,44,17
"16400",5,95,46,1
"16401",5,95,48,18
"16402",5,95,52,18
"16403",5,95,53,1
"16404",5,95,56,14
"16405",5,95,60,9
"16406",5,95,62,1
"16407",5,95,63,1
"16408",5,95,64,5
"16409",5,95,68,2
"16410",5,95,72,1
"16411",5,95,80,2
"16412",5,96,32,2
"16413",5,96,35,1
"16414",5,96,36,8
"16415",5,96,38,2
"16416",5,96,40,17
"16417",5,96,44,29
"16418",5,96,48,21
"16419",5,96,52,28
"16420",5,96,56,18
"16421",5,96,58,1
"16422",5,96,60,13
"16423",5,96,64,15
"16424",5,96,68,3
"16425",5,96,72,3
"16426",5,96,76,1
"16427",5,97,28,1
"16428",5,97,31,1
"16429",5,97,32,3
"16430",5,97,33,2
"16431",5,97,36,6
"16432",5,97,39,2
"16433",5,97,40,9
"16434",5,97,41,2
"16435",5,97,44,12
"16436",5,97,45,1
"16437",5,97,48,22
"16438",5,97,52,23
"16439",5,97,55,1
"16440",5,97,56,26
"16441",5,97,58,1
"16442",5,97,60,11
"16443",5,97,61,1
"16444",5,97,64,6
"16445",5,97,68,6
"16446",5,97,72,5
"16447",5,97,74,1
"16448",5,97,76,1
"16449",5,98,27,1
"16450",5,98,28,1
"16451",5,98,32,2
"16452",5,98,34,1
"16453",5,98,36,10
"16454",5,98,37,1
"16455",5,98,38,1
"16456",5,98,40,12
"16457",5,98,44,16
"16458",5,98,47,1
"16459",5,98,48,15
"16460",5,98,49,1
"16461",5,98,50,1
"16462",5,98,52,21
"16463",5,98,54,1
"16464",5,98,56,15
"16465",5,98,60,15
"16466",5,98,61,2
"16467",5,98,62,1
"16468",5,98,64,6
"16469",5,98,68,4
"16470",5,98,72,6
"16471",5,98,76,2
"16472",5,98,77,1
"16473",5,99,32,1
"16474",5,99,36,8
"16475",5,99,37,1
"16476",5,99,38,2
"16477",5,99,39,1
"16478",5,99,40,16
"16479",5,99,44,10
"16480",5,99,47,1
"16481",5,99,48,19
"16482",5,99,52,15
"16483",5,99,55,1
"16484",5,99,56,17
"16485",5,99,57,1
"16486",5,99,59,1
"16487",5,99,60,16
"16488",5,99,61,1
"16489",5,99,64,8
"16490",5,99,65,1
"16491",5,99,66,1
"16492",5,99,67,1
"16493",5,99,68,6
"16494",5,99,72,2
"16495",5,99,76,1
"16496",5,99,78,1
"16497",5,99,83,1
"16498",5,100,32,2
"16499",5,100,35,1
"16500",5,100,36,8
"16501",5,100,39,1
"16502",5,100,40,17
"16503",5,100,41,2
"16504",5,100,42,1
"16505",5,100,43,1
"16506",5,100,44,22
"16507",5,100,47,1
"16508",5,100,48,28
"16509",5,100,52,20
"16510",5,100,56,21
"16511",5,100,60,19
"16512",5,100,64,15
"16513",5,100,66,1
"16514",5,100,68,8
"16515",5,100,70,1
"16516",5,100,71,1
"16517",5,100,72,6
"16518",5,100,76,6
"16519",5,100,84,7
