estimated_total_time,mapper.random_seed,tgff,log_level,best_mapping_time,kpn,platform,mapper,trace
0.8359935283660889,5,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_7}",ERROR,0.001649,tgff_reader,exynos,simulated_annealing,tgff_reader
2.231982469558716,1,"{file:office-automation-mocsyn.tgff,graph_name:TASK_GRAPH_0}",ERROR,0.003675903,tgff_reader,exynos,simulated_annealing,tgff_reader
3.1879751682281494,3,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",ERROR,0.002049234,tgff_reader,exynos,random_walk,tgff_reader
0.9759924411773682,9,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_5}",ERROR,0.001649,tgff_reader,exynos,simulated_annealing,tgff_reader
3.587972402572632,1,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_2}",ERROR,0.002323,tgff_reader,exynos,genetic,tgff_reader
6.843944549560547,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",ERROR,400.0010005,tgff_reader,mppa_coolidge,random_walk,tgff_reader
7.055945158004761,7,"{file:auto-indust-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,412.50665,tgff_reader,mppa_coolidge,random_walk,tgff_reader
28.519762754440308,6,"{file:networking-mocsyn.tgff,graph_name:TASK_GRAPH_1}",ERROR,406.668818166,tgff_reader,mppa_coolidge,simulated_annealing,tgff_reader
2.543980121612549,6,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_6}",ERROR,0.002049234,tgff_reader,exynos,random_walk,tgff_reader
1.4639887809753418,10,"{file:telecom-mocsyn.tgff,graph_name:TASK_GRAPH_4}",ERROR,0.002001,tgff_reader,exynos,simulated_annealing,tgff_reader
