Mode,instance,UserTime,SysTime,WallTime,E_arm,E_mem,E_gpu,E_little,tetris
CFS,i4,17.00,0.22,8.46,41.741782,0.641983,0.125188,3.462132,1.587967
CFS,i4,17.12,0.23,8.13,40.010190,0.602007,0.118350,3.142850,13.490279
CFS,i4,18.03,0.25,8.31,41.540587,0.627781,0.122295,3.404272,2.407719
CFS,i4,18.31,0.24,8.41,40.902812,0.638827,0.122295,3.493429,2.608598
Tetris ct,i1,10.40,0.28,8.13,44.831885,0.539413,0.063909,1.408102,9.492264
Tetris ct,i1,10.97,0.29,8.28,45.257829,0.604374,0.126240,1.545914,19.315440
Tetris ct,i1,11.29,0.34,8.41,47.200610,0.626466,0.136497,1.589835,17.603342
Tetris ct,i1,11.29,0.35,8.43,46.906313,0.632252,0.134656,1.545125,35.140481
Tetris ct,i1,11.29,0.36,8.43,45.150788,0.599903,0.127555,1.552226,56.407431
Tetris ct,i1,11.30,0.37,8.46,44.908039,0.629885,0.134656,1.549070,22.409663
Tetris ct,i1,11.31,0.30,8.39,46.018688,0.608056,0.135182,1.597462,57.681106
Tetris ct,i1,11.31,0.30,8.41,44.852020,0.626203,0.134656,1.547755,22.887788
Tetris ct,i1,11.31,0.33,8.41,45.596047,0.609108,0.135971,1.561168,17.272009
Tetris ct,i1,11.31,0.33,8.42,45.672843,0.631989,0.135182,1.570899,11.609515
Tetris ct,i1,11.32,0.31,8.42,45.179981,0.605426,0.135445,1.579052,48.518848
Tetris ct,i1,11.32,0.32,8.41,45.075833,0.607793,0.130711,1.501467,8.440172
Tetris ct,i1,11.32,0.32,8.42,45.557649,0.609634,0.135708,1.576422,83.785911
Tetris ct,i1,11.33,0.30,8.41,44.873323,0.604637,0.134656,1.547755,20.513821
Tetris ct,i1,11.33,0.31,8.39,45.833010,0.635408,0.134919,1.554593,24.100086
Tetris ct,i1,11.34,0.26,8.40,46.312985,0.628570,0.135445,1.552226,113.297779
Tetris ct,i1,11.34,0.30,8.42,46.691179,0.627255,0.134656,1.557749,9.136089
Tetris ct,i1,11.34,0.32,8.42,45.174195,0.604111,0.134656,1.545388,24.482301
Tetris ct,i1,11.34,0.33,8.41,44.861488,0.608056,0.134919,1.553541,27.594108
Tetris ct,i1,11.34,0.33,8.43,47.374190,0.626466,0.135708,1.555119,38.432919
Tetris ct,i1,11.35,0.27,8.41,46.945237,0.626729,0.134919,1.554330,101.463087
Tetris ct,i1,11.35,0.28,8.42,45.458235,0.605689,0.132026,1.576159,10.428097
Tetris ct,i1,11.35,0.28,8.43,45.792245,0.627518,0.137549,1.590624,44.987579
Tetris ct,i1,11.35,0.31,8.42,45.049270,0.607004,0.130974,1.544862,26.662482
Tetris ct,i1,11.35,0.31,8.44,45.685467,0.628833,0.136234,1.583260,31.290500
Tetris ct,i1,11.36,0.26,8.39,46.859762,0.625151,0.134656,1.544073,42.011395
Tetris ct,i1,11.36,0.29,8.42,46.438173,0.625940,0.134919,1.549859,44.514241
Tetris ct,i1,11.36,0.29,8.43,45.738067,0.609897,0.137549,1.589046,34.524309
Tetris ct,i1,11.36,0.29,8.43,47.112242,0.626992,0.134656,1.547492,12.433235
Tetris ct,i1,11.36,0.30,8.42,47.194035,0.625940,0.135971,1.580367,37.265995
Tetris ct,i1,11.36,0.32,8.44,45.531612,0.607004,0.135182,1.583260,29.665744
Tetris ct,i1,11.37,0.25,8.42,46.785859,0.626992,0.133604,1.552752,32.729554
Tetris ct,i1,11.37,0.27,8.41,44.528793,0.635671,0.135445,1.551700,18.851643
Tetris ct,i1,11.37,0.27,8.41,46.699858,0.630674,0.135708,1.576159,53.282289
Tetris ct,i1,11.37,0.29,8.44,45.520566,0.631726,0.135182,1.559327,38.149833
Tetris ct,i1,11.37,0.30,8.44,44.958272,0.633041,0.135971,1.557749,16.753755
Tetris ct,i1,11.38,0.26,8.42,45.446137,0.626466,0.133078,1.534079,25.795350
Tetris ct,i1,11.38,0.27,8.42,46.864496,0.626992,0.135182,1.555382,41.615267
Tetris ct,i1,11.39,0.26,8.42,46.149136,0.624888,0.134919,1.542758,8.434380
Tetris ct,i1,11.40,0.22,8.40,45.175510,0.606478,0.134919,1.545125,7.874748
Tetris ct,i1,11.40,0.24,8.42,46.732996,0.623310,0.134130,1.569847,21.854951
Tetris ct,i1,11.40,0.25,8.43,47.161949,0.629359,0.135971,1.580893,45.350161
Tetris ct,i1,11.40,0.28,8.41,44.765756,0.605689,0.134656,1.548018,27.498609
Tetris ct,i1,11.42,0.22,8.42,46.889218,0.633830,0.134919,1.543547,64.680598
Tetris ct,i1,11.42,0.23,8.43,44.858332,0.611738,0.134393,1.544862,40.859469
Tetris ct,i1,11.42,0.26,8.45,46.596499,0.633041,0.134656,1.543284,18.763352
Tetris ct,i1,11.43,0.23,8.41,46.080493,0.629885,0.135971,1.580893,31.241047
Tetris ct,i1,11.43,0.24,8.45,44.631363,0.609897,0.134919,1.548018,37.699165
Tetris ct,i1,11.44,0.25,8.44,46.924723,0.624625,0.134656,1.546440,16.062045
Tetris ct,i1,11.45,0.18,8.40,47.217968,0.631200,0.136497,1.591939,58.626901
Tetris ct,i2,11.00,0.23,8.25,48.004075,0.597010,0.092576,1.780247,25.282426
Tetris ct,i2,11.25,0.36,8.41,45.596047,0.628570,0.135971,1.561168,68.116867
Tetris ct,i2,11.26,0.36,8.43,45.833010,0.635408,0.134919,1.554593,34.907648
Tetris ct,i2,11.28,0.31,8.40,45.257829,0.604374,0.122295,1.498574,19.547519
Tetris ct,i2,11.28,0.33,8.43,46.691179,0.627255,0.134656,1.557749,26.969603
Tetris ct,i2,11.31,0.32,8.41,46.889218,0.633830,0.134919,1.543547,68.025992
Tetris ct,i2,11.31,0.33,8.42,44.837292,0.613579,0.134656,1.543284,30.278790
Tetris ct,i2,11.32,0.30,8.40,45.792245,0.607793,0.133078,1.590624,13.912117
Tetris ct,i2,11.32,0.31,8.43,46.215412,0.635671,0.135445,1.551700,90.025903
Tetris ct,i2,11.33,0.27,8.38,45.531612,0.607004,0.130974,1.583260,29.326953
Tetris ct,i2,11.33,0.27,8.41,45.210489,0.632252,0.134656,1.545125,89.479819
Tetris ct,i2,11.33,0.31,8.41,45.526615,0.605952,0.134656,1.546440,23.054335
Tetris ct,i2,11.34,0.26,8.39,45.779358,0.607793,0.130448,1.547492,13.142696
Tetris ct,i2,11.34,0.28,8.41,45.670739,0.626729,0.134919,1.554330,20.409691
Tetris ct,i2,11.34,0.29,8.42,45.150788,0.599903,0.127555,1.552226,40.941718
Tetris ct,i2,11.34,0.30,8.42,47.589061,0.627255,0.135182,1.597462,32.890718
Tetris ct,i2,11.34,0.30,8.43,46.732996,0.623310,0.134130,1.569847,33.560892
Tetris ct,i2,11.34,0.32,8.42,46.859762,0.625151,0.134656,1.544073,9.656719
Tetris ct,i2,11.35,0.28,8.41,44.526689,0.603059,0.114931,1.501467,14.681121
Tetris ct,i2,11.35,0.29,8.41,44.858332,0.611738,0.134393,1.544862,56.769976
Tetris ct,i2,11.35,0.30,8.42,46.438173,0.625940,0.134919,1.549859,139.506506
Tetris ct,i2,11.35,0.32,8.44,46.750880,0.627255,0.134919,1.551174,7.723955
Tetris ct,i2,11.35,0.32,8.45,47.133019,0.625151,0.136234,1.576159,18.300845
Tetris ct,i2,11.36,0.26,8.42,46.080493,0.629885,0.135971,1.580893,41.930479
Tetris ct,i2,11.36,0.30,8.43,46.281425,0.626466,0.135182,1.544862,39.175629
Tetris ct,i2,11.37,0.24,8.39,45.415366,0.609897,0.131500,1.532238,45.480247
Tetris ct,i2,11.37,0.24,8.40,45.517936,0.607267,0.129396,1.552752,27.183233
Tetris ct,i2,11.37,0.27,8.41,45.738067,0.629096,0.137549,1.589046,73.435229
Tetris ct,i2,11.37,0.27,8.43,45.915329,0.626466,0.136497,1.589835,26.305893
Tetris ct,i2,11.37,0.27,8.43,46.699858,0.630674,0.135708,1.576159,97.368193
Tetris ct,i2,11.37,0.27,8.43,47.217968,0.631200,0.136497,1.591939,29.467785
Tetris ct,i2,11.37,0.28,8.44,45.446137,0.626466,0.133078,1.534079,26.342980
Tetris ct,i2,11.37,0.30,8.41,46.605178,0.627255,0.134919,1.553541,77.177044
Tetris ct,i2,11.37,0.31,8.44,47.194035,0.625940,0.135971,1.580367,31.504254
Tetris ct,i2,11.38,0.24,8.39,45.174195,0.604111,0.130448,1.545388,10.956892
Tetris ct,i2,11.38,0.24,8.40,44.505123,0.605163,0.130448,1.542758,9.333135
Tetris ct,i2,11.38,0.25,8.40,44.958272,0.633041,0.135971,1.557749,34.314393
Tetris ct,i2,11.39,0.21,8.40,44.631363,0.629359,0.134919,1.548018,85.157586
Tetris ct,i2,11.39,0.22,8.40,44.873323,0.624625,0.134656,1.547755,154.101963
Tetris ct,i2,11.39,0.23,8.40,45.672843,0.612264,0.130974,1.570899,19.086311
Tetris ct,i2,11.39,0.26,8.41,45.685467,0.609371,0.136234,1.583260,38.478582
Tetris ct,i2,11.39,0.27,8.43,44.852020,0.626203,0.134656,1.547755,22.382039
Tetris ct,i2,11.40,0.21,8.41,45.276239,0.607793,0.135182,1.555382,38.314415
Tetris ct,i2,11.40,0.23,8.40,45.557649,0.609634,0.131237,1.576422,22.588996
Tetris ct,i2,11.40,0.23,8.42,45.179981,0.605426,0.135445,1.579052,53.247792
Tetris ct,i2,11.40,0.25,8.43,46.917096,0.631726,0.135182,1.559327,29.890954
Tetris ct,i2,11.40,0.28,8.42,47.374190,0.626466,0.135708,1.555119,57.302100
Tetris ct,i2,11.41,0.25,8.43,46.532853,0.629885,0.134656,1.549070,16.820634
Tetris ct,i2,11.41,0.28,8.42,46.312985,0.628570,0.135445,1.552226,47.868797
Tetris ct,i2,11.42,0.24,8.43,46.442381,0.625677,0.134919,1.545125,62.567006
Tetris ct,i2,11.43,0.19,8.41,44.765756,0.605689,0.134656,1.548018,62.102253
Tetris ct,i3,11.02,0.21,8.28,48.004075,0.597010,0.092576,1.780247,36.058530
Tetris ct,i3,11.29,0.33,8.41,45.769364,0.631200,0.136497,1.591939,24.197297
Tetris ct,i3,11.29,0.34,8.42,45.210489,0.632252,0.134656,1.545125,52.512164
Tetris ct,i3,11.30,0.30,8.38,44.526689,0.603059,0.114931,1.501467,12.383654
Tetris ct,i3,11.30,0.30,8.40,44.997722,0.603322,0.134130,1.569847,32.190964
Tetris ct,i3,11.30,0.31,8.42,46.622010,0.619891,0.127555,1.552226,46.447790
Tetris ct,i3,11.31,0.30,8.40,45.803291,0.625940,0.135971,1.580367,22.043580
Tetris ct,i3,11.32,0.27,8.40,45.257829,0.604374,0.126240,1.545914,14.633328
Tetris ct,i3,11.32,0.29,8.40,45.685467,0.628833,0.136234,1.583260,21.387864
Tetris ct,i3,11.32,0.30,8.40,44.858332,0.631200,0.134393,1.544862,35.514316
Tetris ct,i3,11.32,0.31,8.43,46.864496,0.626992,0.135182,1.555382,78.463385
Tetris ct,i3,11.32,0.32,8.42,45.738067,0.629096,0.137549,1.589046,37.564285
Tetris ct,i3,11.33,0.28,8.41,47.133019,0.625151,0.136234,1.576159,40.031595
Tetris ct,i3,11.33,0.29,8.40,44.920663,0.606741,0.134919,1.549859,40.574345
Tetris ct,i3,11.33,0.29,8.42,45.296227,0.630674,0.135708,1.576159,68.699124
Tetris ct,i3,11.33,0.30,8.41,46.950234,0.626466,0.135182,1.583260,20.367196
Tetris ct,i3,11.33,0.31,8.41,44.861488,0.608056,0.134919,1.553541,29.716661
Tetris ct,i3,11.34,0.26,8.40,46.080493,0.629885,0.135971,1.580893,35.185566
Tetris ct,i3,11.34,0.33,8.44,47.192983,0.627518,0.137549,1.590624,11.836940
Tetris ct,i3,11.35,0.25,8.41,45.517936,0.626992,0.133604,1.552752,35.649107
Tetris ct,i3,11.35,0.26,8.40,44.505123,0.624888,0.134919,1.542758,8.333090
Tetris ct,i3,11.35,0.30,8.42,45.779358,0.626992,0.134656,1.547492,6.844119
Tetris ct,i3,11.35,0.31,8.42,46.787174,0.628833,0.135708,1.576422,73.490400
Tetris ct,i3,11.35,0.31,8.44,47.024400,0.628570,0.135971,1.561168,22.688079
Tetris ct,i3,11.36,0.25,8.40,45.670739,0.607267,0.134919,1.554330,24.615090
Tetris ct,i3,11.36,0.28,8.40,45.007716,0.627255,0.134656,1.557749,94.175807
Tetris ct,i3,11.36,0.28,8.42,46.924723,0.624625,0.134656,1.546440,35.363440
Tetris ct,i3,11.36,0.28,8.43,46.442381,0.625677,0.134919,1.545125,88.195732
Tetris ct,i3,11.37,0.24,8.40,45.049270,0.607004,0.130974,1.544862,61.915043
Tetris ct,i3,11.37,0.26,8.42,43.993062,0.626466,0.133078,1.534079,27.101352
Tetris ct,i3,11.37,0.27,8.43,45.915329,0.626466,0.136497,1.589835,85.905798
Tetris ct,i3,11.37,0.28,8.41,45.672843,0.612264,0.135182,1.570899,8.174586
Tetris ct,i3,11.37,0.28,8.42,46.750880,0.627255,0.134919,1.551174,25.799265
Tetris ct,i3,11.38,0.23,8.40,45.152892,0.614368,0.130711,1.543547,24.302423
Tetris ct,i3,11.38,0.24,8.40,44.243175,0.615946,0.134919,1.554593,32.086548
Tetris ct,i3,11.38,0.25,8.41,44.852020,0.626203,0.134656,1.547755,28.839863
Tetris ct,i3,11.39,0.23,8.40,46.018688,0.608056,0.130974,1.597462,6.232745
Tetris ct,i3,11.39,0.24,8.40,44.873323,0.624625,0.134656,1.547755,94.858682
Tetris ct,i3,11.39,0.27,8.40,44.958272,0.633041,0.135971,1.557749,86.483009
Tetris ct,i3,11.39,0.27,8.44,46.532853,0.629885,0.134656,1.549070,42.815109
Tetris ct,i3,11.39,0.29,8.45,46.596499,0.633041,0.134656,1.543284,41.390845
Tetris ct,i3,11.40,0.22,8.42,46.113368,0.629359,0.134919,1.548018,65.977232
Tetris ct,i3,11.40,0.25,8.44,47.161949,0.629359,0.135971,1.580893,32.575306
Tetris ct,i3,11.41,0.24,8.45,46.215412,0.635671,0.135445,1.551700,41.768351
Tetris ct,i3,11.41,0.25,8.41,45.048744,0.628570,0.135445,1.552226,26.646018
Tetris ct,i3,11.41,0.25,8.42,45.695724,0.626466,0.135708,1.555119,33.772436
Tetris ct,i3,11.41,0.26,8.42,45.249413,0.625151,0.134656,1.544073,22.677789
Tetris ct,i3,11.42,0.20,8.41,45.179981,0.605426,0.135445,1.579052,33.753016
Tetris ct,i3,11.42,0.21,8.43,46.917096,0.631726,0.135182,1.559327,74.310446
Tetris ct,i3,11.43,0.23,8.42,46.757718,0.623573,0.134656,1.545388,22.124747
Tetris ct,i3,11.43,0.25,8.42,46.465788,0.625151,0.134656,1.548018,13.809325
Tetris ct,i4,10.92,0.30,8.27,48.004075,0.597010,0.092576,1.780247,48.262221
Tetris ct,i4,11.27,0.35,8.40,45.174195,0.604111,0.130448,1.545388,16.340131
Tetris ct,i4,11.28,0.34,8.40,45.596047,0.609108,0.135971,1.561168,50.992650
Tetris ct,i4,11.28,0.38,8.42,46.750880,0.627255,0.134919,1.551174,18.733806
Tetris ct,i4,11.29,0.33,8.42,46.409506,0.631200,0.134393,1.544862,40.399262
Tetris ct,i4,11.30,0.31,8.41,45.152892,0.614368,0.134919,1.543547,49.740350
Tetris ct,i4,11.30,0.32,8.40,45.557649,0.609634,0.135708,1.576422,21.480577
Tetris ct,i4,11.30,0.33,8.42,46.215412,0.635671,0.135445,1.551700,32.467594
Tetris ct,i4,11.31,0.30,8.40,45.779358,0.607793,0.134656,1.547492,51.723991
Tetris ct,i4,11.31,0.30,8.41,47.138805,0.631989,0.135182,1.570899,11.913566
Tetris ct,i4,11.32,0.28,8.42,46.531801,0.623836,0.126240,1.545914,21.422323
Tetris ct,i4,11.32,0.30,8.41,45.175510,0.625677,0.134919,1.545125,46.270835
Tetris ct,i4,11.32,0.31,8.41,45.695724,0.626466,0.135708,1.555119,24.661924
Tetris ct,i4,11.32,0.31,8.43,45.458235,0.625151,0.136234,1.576159,9.627887
Tetris ct,i4,11.32,0.33,8.43,46.699858,0.630674,0.135708,1.576159,25.362056
Tetris ct,i4,11.33,0.26,8.40,45.738067,0.629096,0.137549,1.589046,32.074757
Tetris ct,i4,11.34,0.27,8.40,46.080493,0.610423,0.131500,1.580893,20.896115
Tetris ct,i4,11.34,0.29,8.40,45.792245,0.607793,0.137549,1.590624,32.890013
Tetris ct,i4,11.34,0.29,8.42,44.908039,0.629885,0.134656,1.549070,12.074358
Tetris ct,i4,11.34,0.29,8.43,46.541006,0.624625,0.135445,1.579052,68.872039
Tetris ct,i4,11.34,0.30,8.42,45.526615,0.624625,0.134656,1.546440,44.452576
Tetris ct,i4,11.34,0.31,8.44,47.194035,0.625940,0.135971,1.580367,96.788563
Tetris ct,i4,11.35,0.28,8.43,46.732996,0.623310,0.134130,1.569847,103.707140
Tetris ct,i4,11.35,0.29,8.41,45.670739,0.626729,0.134919,1.554330,15.452792
Tetris ct,i4,11.35,0.29,8.43,47.200610,0.626466,0.136497,1.589835,28.299864
Tetris ct,i4,11.35,0.31,8.41,46.018688,0.627255,0.135182,1.597462,8.541838
Tetris ct,i4,11.35,0.31,8.42,46.691179,0.627255,0.134656,1.557749,42.147483
Tetris ct,i4,11.36,0.27,8.40,45.415366,0.629359,0.135971,1.580893,89.535279
Tetris ct,i4,11.36,0.27,8.41,45.048744,0.608845,0.135445,1.552226,16.333838
Tetris ct,i4,11.36,0.33,8.43,46.438173,0.625940,0.134919,1.549859,13.121027
Tetris ct,i4,11.37,0.23,8.41,46.859762,0.625151,0.134656,1.544073,13.488697
Tetris ct,i4,11.37,0.24,8.41,45.210489,0.612527,0.134656,1.545125,39.888760
Tetris ct,i4,11.37,0.28,8.41,44.873323,0.604637,0.130448,1.547755,66.006191
Tetris ct,i4,11.37,0.29,8.43,46.149136,0.624888,0.134919,1.542758,25.387261
Tetris ct,i4,11.38,0.24,8.39,44.958272,0.613579,0.131763,1.557749,93.847379
Tetris ct,i4,11.38,0.28,8.41,45.276239,0.626992,0.135182,1.555382,44.056237
Tetris ct,i4,11.38,0.28,8.41,45.520566,0.612527,0.135182,1.559327,35.513567
Tetris ct,i4,11.38,0.28,8.41,45.685467,0.609371,0.136234,1.583260,26.882730
Tetris ct,i4,11.38,0.28,8.43,46.950234,0.626466,0.135182,1.583260,32.413509
Tetris ct,i4,11.38,0.29,8.45,45.446137,0.626466,0.133078,1.534079,26.218058
Tetris ct,i4,11.38,0.29,8.45,46.395567,0.626203,0.134656,1.547755,43.899444
Tetris ct,i4,11.39,0.21,8.39,44.631363,0.609897,0.134919,1.548018,25.502137
Tetris ct,i4,11.39,0.26,8.42,46.596499,0.633041,0.134656,1.543284,9.942635
Tetris ct,i4,11.39,0.27,8.42,47.217968,0.631200,0.136497,1.591939,16.921717
Tetris ct,i4,11.39,0.28,8.43,45.833010,0.635408,0.134919,1.554593,108.750716
Tetris ct,i4,11.40,0.22,8.41,45.150788,0.619891,0.127555,1.552226,33.149014
Tetris ct,i4,11.40,0.23,8.43,46.465788,0.625151,0.134656,1.548018,33.167887
Tetris ct,i4,11.41,0.23,8.42,45.049270,0.626466,0.135182,1.544862,32.504551
Tetris ct,i4,11.42,0.17,8.38,45.517936,0.607267,0.129396,1.505412,26.389059
Tetris ct,i4,11.42,0.23,8.43,46.605178,0.627255,0.134919,1.553541,64.518264
Tetris ct,i4,11.44,0.17,8.39,44.526689,0.603059,0.114931,1.501467,21.581992
Tetris wsil,i1,15.01,0.32,8.04,42.769323,0.587016,0.099414,3.797457,0
Tetris wsil,i1,15.68,0.32,8.17,41.077444,0.602270,0.123084,3.346938,0
Tetris wsil,i1,15.61,0.41,8.15,40.227691,0.612264,0.129133,3.338522,0
Tetris wsil,i1,15.81,0.27,8.19,40.887821,0.600692,0.129922,3.278295,0
Tetris wsil,i1,15.73,0.27,8.13,40.324212,0.583597,0.129133,3.250943,0
Tetris wsil,i1,15.80,0.33,8.17,41.911943,0.604637,0.133867,3.328265,0
Tetris wsil,i1,15.82,0.29,8.17,40.465706,0.598325,0.130711,3.304858,0
Tetris wsil,i1,15.76,0.26,8.12,40.083041,0.586227,0.126766,3.236215,0
Tetris wsil,i1,15.76,0.32,8.15,41.045621,0.608056,0.130448,3.323531,0
Tetris wsil,i1,15.76,0.29,8.17,39.700639,0.606478,0.130448,3.338522,0
Tetris wsil,i1,15.72,0.32,8.16,39.164908,0.603059,0.129659,3.272509,0
Tetris wsil,i1,15.75,0.30,8.16,39.880794,0.604637,0.128081,3.300650,0
Tetris wsil,i1,15.68,0.31,8.11,39.937602,0.588068,0.124925,3.225169,0
Tetris wsil,i1,15.67,0.37,8.17,39.481297,0.595695,0.124662,3.304595,0
Tetris wsil,i1,15.83,0.28,8.17,40.169831,0.603059,0.124136,3.291971,0
Tetris wsil,i1,15.78,0.30,8.15,39.196468,0.583334,0.118350,3.162312,0
Tetris wsil,i1,15.77,0.30,8.20,40.730284,0.605689,0.122295,3.292234,0
Tetris wsil,i1,15.67,0.31,8.12,40.637445,0.580178,0.118350,3.226747,0
Tetris wsil,i1,15.74,0.33,8.15,39.495762,0.602533,0.122295,3.303017,0
Tetris wsil,i1,15.71,0.30,8.13,39.928134,0.582282,0.122295,3.293812,0
Tetris wsil,i1,15.76,0.30,8.15,40.252676,0.597273,0.122295,3.261200,0
Tetris wsil,i1,15.67,0.34,8.12,40.004667,0.579652,0.118350,3.238582,0
Tetris wsil,i1,15.67,0.34,8.12,40.447296,0.570447,0.118350,3.222013,0
Tetris wsil,i1,15.72,0.26,8.12,39.346378,0.585175,0.118350,3.307488,0
Tetris wsil,i1,15.82,0.25,8.16,39.543365,0.576233,0.122295,3.275402,0
Tetris wsil,i1,15.81,0.27,8.15,39.802946,0.593854,0.122295,3.293286,0
Tetris wsil,i1,15.71,0.35,8.15,38.733325,0.597799,0.122295,3.284607,0
Tetris wsil,i1,15.70,0.33,8.14,39.662241,0.583334,0.118350,3.307488,0
Tetris wsil,i1,15.72,0.31,8.14,39.692486,0.575181,0.122295,3.279347,0
Tetris wsil,i1,15.64,0.36,8.15,39.983890,0.580967,0.118350,3.259885,0
Tetris wsil,i1,15.75,0.32,8.16,40.773416,0.598062,0.122295,3.290919,0
Tetris wsil,i1,15.72,0.33,8.19,41.103218,0.602007,0.122295,3.265408,0
Tetris wsil,i1,15.68,0.33,8.13,39.802683,0.580178,0.118350,3.184930,0
Tetris wsil,i1,15.77,0.28,8.15,39.093372,0.579652,0.118350,3.263041,0
Tetris wsil,i1,15.67,0.31,8.14,39.612008,0.579915,0.122295,3.350620,0
Tetris wsil,i1,15.64,0.35,8.13,40.045432,0.581756,0.122295,3.352987,0
Tetris wsil,i1,15.78,0.25,8.15,39.656192,0.590961,0.122295,3.294338,0
Tetris wsil,i1,15.69,0.33,8.15,39.701165,0.594906,0.122295,3.294864,0
Tetris wsil,i1,15.73,0.32,8.17,40.536190,0.600429,0.122295,3.310907,0
Tetris wsil,i1,15.77,0.29,8.16,38.905064,0.577548,0.122295,3.259622,0
Tetris wsil,i1,15.68,0.34,8.17,41.025896,0.598851,0.122295,3.271194,0
Tetris wsil,i1,15.74,0.30,8.14,39.867644,0.587279,0.122295,3.260937,0
Tetris wsil,i1,15.70,0.31,8.15,40.436513,0.595169,0.122295,3.278558,0
Tetris wsil,i1,15.65,0.36,8.13,39.632259,0.583071,0.118350,3.153633,0
Tetris wsil,i1,15.67,0.37,8.13,40.355246,0.581493,0.118350,3.189664,0
Tetris wsil,i1,15.73,0.34,8.16,39.006845,0.599640,0.122295,3.262252,0
Tetris wsil,i1,15.72,0.29,8.15,40.855472,0.604374,0.122295,3.333525,0
Tetris wsil,i1,15.66,0.34,8.11,39.838714,0.575181,0.118350,3.320375,0
Tetris wsil,i1,15.70,0.32,8.15,40.027811,0.596484,0.122295,3.327739,0
Tetris wsil,i1,15.71,0.28,8.13,39.638834,0.584912,0.118350,3.223328,0
Tetris wsil,i1,15.78,0.25,8.16,38.810910,0.578600,0.122295,3.263830,0
Tetris wsil,i2,15.02,0.31,7.99,42.769323,0.587016,0.099414,3.797457,0
Tetris wsil,i2,15.70,0.28,8.12,40.019921,0.583071,0.118876,3.240160,0
Tetris wsil,i2,15.72,0.27,8.14,40.227691,0.612264,0.129133,3.338522,0
Tetris wsil,i2,15.74,0.35,8.17,40.887821,0.600692,0.129922,3.278295,0
Tetris wsil,i2,15.72,0.28,8.11,40.324212,0.583597,0.129133,3.250943,0
Tetris wsil,i2,15.72,0.37,8.16,40.573273,0.585175,0.129396,3.328265,0
Tetris wsil,i2,15.80,0.30,8.20,40.465706,0.598325,0.130711,3.304858,0
Tetris wsil,i2,15.69,0.32,8.13,40.083041,0.586227,0.130974,3.347464,0
Tetris wsil,i2,15.75,0.29,8.15,40.092246,0.608056,0.130448,3.323531,0
Tetris wsil,i2,15.75,0.30,8.14,39.700639,0.587279,0.130448,3.338522,0
Tetris wsil,i2,15.69,0.35,8.15,39.164908,0.583597,0.129659,3.272509,0
Tetris wsil,i2,15.70,0.35,8.15,40.948311,0.604637,0.128081,3.300650,0
Tetris wsil,i2,15.62,0.38,8.13,39.937602,0.588068,0.124925,3.334840,0
Tetris wsil,i2,15.76,0.27,8.14,39.481297,0.576233,0.120454,3.304595,0
Tetris wsil,i2,15.82,0.30,8.15,40.169831,0.583860,0.124136,3.291971,0
Tetris wsil,i2,15.77,0.31,8.17,40.631396,0.602796,0.122295,3.272509,0
Tetris wsil,i2,15.83,0.26,8.17,40.730284,0.605689,0.122295,3.292234,0
Tetris wsil,i2,15.70,0.28,8.14,40.637445,0.580178,0.118350,3.226747,0
Tetris wsil,i2,15.75,0.29,8.15,39.495762,0.583071,0.118350,3.303017,0
Tetris wsil,i2,15.78,0.26,8.14,39.928134,0.582282,0.118350,3.293812,0
Tetris wsil,i2,15.79,0.28,8.16,40.252676,0.597273,0.122295,3.261200,0
Tetris wsil,i2,15.71,0.27,8.10,40.004667,0.579652,0.118350,3.238582,0
Tetris wsil,i2,15.72,0.28,8.14,40.447296,0.570447,0.122295,3.328528,0
Tetris wsil,i2,15.78,0.23,8.15,39.346378,0.585175,0.122295,3.307488,0
Tetris wsil,i2,15.88,0.23,8.18,40.631659,0.595432,0.122295,3.275402,0
Tetris wsil,i2,15.75,0.27,8.14,39.802946,0.593854,0.122295,3.293286,0
Tetris wsil,i2,15.76,0.30,8.16,38.733325,0.597799,0.122295,3.284607,0
Tetris wsil,i2,15.71,0.29,8.13,39.662241,0.583334,0.122295,3.307488,0
Tetris wsil,i2,15.64,0.40,8.17,40.906757,0.594380,0.122295,3.279347,0
Tetris wsil,i2,15.70,0.31,8.13,39.983890,0.580967,0.118350,3.149425,0
Tetris wsil,i2,15.80,0.27,8.15,39.259851,0.598062,0.122295,3.290919,0
Tetris wsil,i2,15.71,0.30,8.13,39.593335,0.582545,0.118350,3.154948,0
Tetris wsil,i2,15.73,0.32,8.16,41.062190,0.600429,0.122295,3.290656,0
Tetris wsil,i2,15.79,0.26,8.17,39.093372,0.599377,0.122295,3.263041,0
Tetris wsil,i2,15.68,0.29,8.13,39.612008,0.579915,0.118350,3.246998,0
Tetris wsil,i2,15.67,0.32,8.12,40.045432,0.581756,0.118350,3.248313,0
Tetris wsil,i2,15.67,0.34,8.15,39.656192,0.590961,0.122295,3.294338,0
Tetris wsil,i2,15.76,0.27,8.15,39.701165,0.576233,0.122295,3.294864,0
Tetris wsil,i2,15.74,0.28,8.12,39.436061,0.580967,0.118350,3.201499,0
Tetris wsil,i2,15.63,0.44,8.19,40.378390,0.597010,0.122295,3.259622,0
Tetris wsil,i2,15.74,0.26,8.14,39.729043,0.579126,0.118350,3.271194,0
Tetris wsil,i2,15.74,0.30,8.14,39.867644,0.587279,0.122295,3.260937,0
Tetris wsil,i2,15.63,0.37,8.15,38.925315,0.575707,0.122295,3.278558,0
